customer_id,company_name,tier,industry,country,signup_date,subscription_id,plan_type,billing_cycle,mrr,seats_purchased,start_date,end_date,status,churn_reason,license_utilization_rate,feature_adoption_score,weekly_active_days,api_calls_monthly,last_active_days_ago,total_tickets,avg_resolution_time_hrs,escalated_tickets_count,csat_score,churn_label
CUST-12512,Vanguard Sphere 267,Mid-Market,Fintech,United States,2025-01-05,SUB-22512,Growth,Monthly,1958.04,98,2025-01-05,,Active,,0.404,96,6,44606,0,2,9.7,0,4.8,0
CUST-12513,Omni Labs 267,SMB,Fintech,United Kingdom,2025-01-05,SUB-22513,Starter,Monthly,137.05,19,2025-01-05,2025-05-13,Churned,Low Adoption & License Waste,0.389,82,4,15981,15,5,10.5,0,4.5,1
CUST-12514,Hyper Flow 267,SMB,E-Commerce,Canada,2025-01-05,SUB-22514,Growth,Annual,484.75,21,2025-01-05,,Active,,0.835,40,4,19735,9,4,11.0,0,4.4,0
CUST-12515,Zenith Corp 267,SMB,Logistics & Supply Chain,United States,2025-01-05,SUB-22515,Starter,Annual,556.87,6,2025-01-05,,Active,,0.953,66,6,49308,3,3,5.4,0,4.8,0
CUST-12516,Quantum Stack 267,Enterprise,Healthcare,United States,2025-01-05,SUB-22516,Enterprise Plus,Annual,6354.86,210,2025-01-05,,Active,,0.677,68,2,27691,5,6,12.2,0,4.8,0
CUST-12517,Nexus AI 267,Mid-Market,Fintech,Australia,2025-01-06,SUB-22517,Scale,Monthly,1241.69,35,2025-01-06,,Active,,0.425,70,4,24507,11,5,94.2,2,1.5,0
CUST-12518,Vertex Scale 267,SMB,SaaS / Tech,United States,2025-01-06,SUB-22518,Starter,Monthly,414.36,11,2025-01-06,2025-09-29,Churned,Support / SLA Frustration,0.172,87,2,4448,1,5,54.5,3,2.2,1
CUST-12519,Blue Systems 267,SMB,Fintech,United Kingdom,2025-01-06,SUB-22519,Starter,Monthly,372.73,11,2025-01-06,,Active,,0.697,68,5,41246,4,3,104.7,1,1.5,0
CUST-12520,Apex Logic 268,SMB,Healthcare,United States,2025-01-06,SUB-22520,Growth,Monthly,598.53,13,2025-01-06,2025-10-22,Churned,Support / SLA Frustration,1.0,98,4,50386,4,1,50.4,0,1.7,1
CUST-12521,Cloud Hub 268,Enterprise,E-Commerce,Germany,2025-01-06,SUB-22521,Enterprise Plus,Annual,14582.67,338,2025-01-06,2025-07-30,Churned,Support / SLA Frustration,0.595,89,0,12481,4,5,99.7,1,1.9,1
CUST-12522,Data Pay 268,Mid-Market,E-Commerce,United Kingdom,2025-01-06,SUB-22522,Scale,Annual,3103.21,76,2025-01-06,,Active,,0.696,57,3,17500,0,5,16.4,0,4.2,0
CUST-12523,Nova Works 268,Mid-Market,SaaS / Tech,United States,2025-01-07,SUB-22523,Growth,Monthly,3580.68,93,2025-01-07,,Active,,0.887,49,4,40070,0,6,4.5,0,4.9,0
CUST-12524,Pulse Security 268,SMB,Healthcare,United States,2025-01-07,SUB-22524,Growth,Annual,669.53,18,2025-01-07,2025-05-26,Churned,Switched Tool,0.911,50,5,12823,0,2,19.9,0,3.9,1
CUST-12525,Stratum Analytics 268,Mid-Market,E-Commerce,United Kingdom,2025-01-07,SUB-22525,Growth,Annual,1236.99,28,2025-01-07,2025-06-07,Churned,Competitor Alternative,0.712,68,3,35368,9,2,16.6,0,4.6,1
CUST-12526,Sync Tech 268,Mid-Market,E-Commerce,United States,2025-01-07,SUB-22526,Scale,Annual,970.33,54,2025-01-07,,Active,,0.671,72,5,45739,3,4,18.5,0,4.7,0
CUST-12527,Vanguard Sphere 268,SMB,E-Commerce,United States,2025-01-07,SUB-22527,Starter,Annual,147.75,8,2025-01-07,,Active,,0.819,85,7,23250,1,4,8.5,0,4.8,0
CUST-12528,Omni Labs 268,Enterprise,E-Commerce,United Kingdom,2025-01-07,SUB-22528,Enterprise Plus,Annual,11993.0,158,2025-01-07,,Active,,0.953,88,4,14209,8,1,16.3,0,4.0,0
CUST-12529,Hyper Flow 268,SMB,Healthcare,United States,2025-01-07,SUB-22529,Starter,Monthly,183.52,8,2025-01-07,,Active,,0.4,62,7,26927,1,1,14.7,0,4.5,0
CUST-12530,Zenith Corp 268,SMB,Fintech,United States,2025-01-08,SUB-22530,Starter,Monthly,592.04,6,2025-01-08,,Active,,0.534,52,4,6870,0,1,12.8,0,4.7,0
CUST-12531,Quantum Stack 268,SMB,Fintech,United Kingdom,2025-01-08,SUB-22531,Growth,Monthly,602.57,11,2025-01-08,2025-09-03,Churned,Competitor Alternative,0.849,87,6,7009,2,3,2.7,0,4.2,1
CUST-12532,Nexus AI 268,Mid-Market,Fintech,United States,2025-01-08,SUB-22532,Scale,Annual,1260.79,28,2025-01-08,2025-07-22,Churned,Support / SLA Frustration,0.625,74,4,16470,2,2,114.8,0,1.6,1
CUST-12533,Vertex Scale 268,Enterprise,E-Commerce,United States,2025-01-08,SUB-22533,Enterprise Plus,Annual,16887.84,209,2025-01-08,2025-08-13,Churned,Low Adoption & License Waste,0.05,85,3,8562,5,3,6.9,0,4.4,1
CUST-12534,Blue Systems 268,SMB,Logistics & Supply Chain,United States,2025-01-09,SUB-22534,Growth,Monthly,701.92,14,2025-01-09,2025-10-13,Churned,Competitor Alternative,0.756,73,5,23550,1,4,20.5,0,4.3,1
CUST-12535,Apex Logic 269,SMB,SaaS / Tech,United Kingdom,2025-01-09,SUB-22535,Growth,Monthly,324.51,13,2025-01-09,,Active,,0.478,37,3,19754,9,3,19.9,0,4.9,0
CUST-12536,Cloud Hub 269,SMB,SaaS / Tech,United Kingdom,2025-01-09,SUB-22536,Growth,Monthly,594.9,6,2025-01-09,,Active,,0.781,80,5,21245,3,2,21.1,0,4.1,0
CUST-12537,Data Pay 269,Enterprise,Healthcare,Canada,2025-01-10,SUB-22537,Enterprise Plus,Annual,8459.87,203,2025-01-10,,Active,,0.695,62,5,4795,9,7,16.5,0,4.2,0
CUST-12538,Nova Works 269,SMB,Healthcare,United States,2025-01-10,SUB-22538,Growth,Annual,629.32,20,2025-01-10,2025-12-15,Churned,Support / SLA Frustration,0.606,97,3,90809,12,5,72.2,2,1.6,1
CUST-12539,Pulse Security 269,SMB,Healthcare,United States,2025-01-10,SUB-22539,Starter,Annual,262.94,14,2025-01-10,,Active,,0.791,85,4,56827,3,4,14.2,0,4.8,0
CUST-12540,Stratum Analytics 269,SMB,Fintech,United States,2025-01-10,SUB-22540,Starter,Monthly,720.25,8,2025-01-10,2025-09-16,Churned,Support / SLA Frustration,0.67,26,6,5584,4,3,82.5,1,2.7,1
CUST-12541,Sync Tech 269,SMB,Fintech,United States,2025-01-10,SUB-22541,Starter,Monthly,662.13,22,2025-01-10,,Active,,0.485,57,3,3090,5,6,13.9,0,4.1,0
CUST-12542,Vanguard Sphere 269,SMB,E-Commerce,India,2025-01-10,SUB-22542,Growth,Monthly,681.09,23,2025-01-10,,Active,,1.0,68,5,5046,0,2,22.1,0,4.6,0
CUST-12543,Omni Labs 269,SMB,Cybersecurity,United States,2025-01-10,SUB-22543,Starter,Monthly,380.96,11,2025-01-10,2025-10-05,Churned,Switched Tool,0.698,87,1,7842,1,5,2.4,0,4.2,1
CUST-12544,Hyper Flow 269,Enterprise,Fintech,United States,2025-01-10,SUB-22544,Scale,Annual,12095.06,285,2025-01-10,,Active,,0.583,78,5,24214,4,3,9.2,0,4.5,0
CUST-12545,Zenith Corp 269,Mid-Market,Fintech,United States,2025-01-10,SUB-22545,Growth,Monthly,1407.31,33,2025-01-10,,Active,,0.684,74,0,33635,10,2,19.3,0,4.9,0
CUST-12546,Quantum Stack 269,Enterprise,SaaS / Tech,United Kingdom,2025-01-11,SUB-22546,Enterprise Plus,Annual,5307.41,242,2025-01-11,,Active,,0.955,79,3,53027,4,2,5.8,0,4.5,0
CUST-12547,Nexus AI 269,Mid-Market,Healthcare,United Kingdom,2025-01-11,SUB-22547,Scale,Monthly,1952.08,39,2025-01-11,2025-04-16,Churned,Internal Restructuring,0.896,98,4,34282,7,5,21.2,0,4.0,1
CUST-12548,Vertex Scale 269,Mid-Market,Logistics & Supply Chain,United Kingdom,2025-01-11,SUB-22548,Scale,Monthly,2774.19,85,2025-01-11,,Active,,0.735,100,6,55935,5,4,15.3,0,4.6,0
CUST-12549,Blue Systems 269,Enterprise,SaaS / Tech,Germany,2025-01-11,SUB-22549,Enterprise Plus,Annual,16599.06,409,2025-01-11,,Active,,0.571,100,5,4950,0,2,13.5,0,3.9,0
CUST-12550,Apex Logic 270,Mid-Market,Cybersecurity,United States,2025-01-11,SUB-22550,Scale,Annual,3522.24,71,2025-01-11,,Active,,0.764,93,4,9353,12,6,14.5,0,4.9,0
CUST-12551,Cloud Hub 270,Enterprise,Healthcare,United States,2025-01-11,SUB-22551,Enterprise Plus,Annual,13381.01,439,2025-01-11,,Active,,0.482,100,4,7206,9,2,20.4,0,4.0,0
CUST-12552,Data Pay 270,SMB,SaaS / Tech,United States,2025-01-11,SUB-22552,Starter,Monthly,639.72,10,2025-01-11,2025-06-08,Churned,Support / SLA Frustration,0.978,67,4,14916,1,5,78.6,2,1.6,1
CUST-12553,Nova Works 270,SMB,E-Commerce,United Kingdom,2025-01-11,SUB-22553,Starter,Monthly,447.08,5,2025-01-11,,Active,,0.678,78,2,13433,12,4,15.6,0,3.9,0
CUST-12554,Pulse Security 270,Enterprise,E-Commerce,United Kingdom,2025-01-11,SUB-22554,Scale,Annual,8040.62,198,2025-01-11,,Active,,0.754,23,4,81788,8,3,9.9,0,4.8,0
CUST-12555,Stratum Analytics 270,SMB,Healthcare,United Kingdom,2025-01-12,SUB-22555,Growth,Monthly,601.3,6,2025-01-12,,Active,,0.471,60,1,14353,0,3,10.5,0,4.8,0
CUST-12556,Sync Tech 270,SMB,Fintech,Canada,2025-01-12,SUB-22556,Starter,Monthly,655.46,19,2025-01-12,,Active,,0.64,85,1,4633,13,6,8.0,0,4.7,0
CUST-12557,Vanguard Sphere 270,Mid-Market,E-Commerce,United Kingdom,2025-01-12,SUB-22557,Scale,Annual,2990.39,65,2025-01-12,,Active,,0.689,66,3,33297,2,5,3.4,0,4.8,0
CUST-12558,Omni Labs 270,Enterprise,E-Commerce,India,2025-01-12,SUB-22558,Enterprise Plus,Annual,11792.82,120,2025-01-12,,Active,,1.0,33,3,43714,3,2,21.1,0,5.0,0
CUST-12559,Hyper Flow 270,SMB,Logistics & Supply Chain,United Kingdom,2025-01-12,SUB-22559,Starter,Monthly,132.41,6,2025-01-12,2025-02-21,Churned,Support / SLA Frustration,0.479,78,4,833,4,5,88.7,2,2.7,1
CUST-12560,Zenith Corp 270,SMB,SaaS / Tech,Canada,2025-01-12,SUB-22560,Growth,Monthly,666.89,24,2025-01-12,,Active,,0.863,85,5,639,4,5,4.2,0,4.6,0
CUST-12561,Quantum Stack 270,SMB,SaaS / Tech,United States,2025-01-13,SUB-22561,Growth,Monthly,683.75,10,2025-01-13,,Active,,0.217,87,4,6416,10,3,22.9,0,3.9,0
CUST-12562,Nexus AI 270,Enterprise,Fintech,United Kingdom,2025-01-13,SUB-22562,Scale,Annual,11089.43,139,2025-01-13,2025-03-21,Churned,Low Adoption & License Waste,0.907,92,1,30872,27,4,3.5,0,3.9,1
CUST-12563,Vertex Scale 270,Enterprise,SaaS / Tech,India,2025-01-13,SUB-22563,Enterprise Plus,Annual,16151.41,343,2025-01-13,,Active,,0.415,83,4,22580,12,5,2.6,0,4.7,0
CUST-12564,Blue Systems 270,Mid-Market,E-Commerce,United States,2025-01-13,SUB-22564,Growth,Annual,2242.08,96,2025-01-13,,Active,,0.852,53,5,38894,2,4,5.1,0,3.8,0
CUST-12565,Apex Logic 271,Mid-Market,Logistics & Supply Chain,Canada,2025-01-13,SUB-22565,Growth,Annual,2801.9,57,2025-01-13,,Active,,0.775,30,4,11000,2,3,19.2,0,4.6,0
CUST-12566,Cloud Hub 271,Mid-Market,Cybersecurity,Canada,2025-01-13,SUB-22566,Growth,Annual,1577.6,50,2025-01-13,,Active,,0.917,46,2,29902,2,3,78.3,1,2.9,0
CUST-12567,Data Pay 271,Mid-Market,Fintech,United States,2025-01-13,SUB-22567,Scale,Annual,1596.69,53,2025-01-13,,Active,,0.828,80,3,11769,5,3,22.1,0,4.2,0
CUST-12568,Nova Works 271,SMB,Logistics & Supply Chain,United Kingdom,2025-01-13,SUB-22568,Starter,Monthly,377.16,24,2025-01-13,2025-07-03,Churned,Support / SLA Frustration,0.804,43,3,12715,9,5,77.7,2,2.7,1
CUST-12569,Pulse Security 271,SMB,Fintech,United States,2025-01-13,SUB-22569,Starter,Monthly,281.52,6,2025-01-13,,Active,,0.599,66,3,8783,2,5,19.4,0,5.0,0
CUST-12570,Stratum Analytics 271,Mid-Market,Healthcare,Australia,2025-01-14,SUB-22570,Growth,Monthly,1803.56,58,2025-01-14,2025-06-22,Churned,Support / SLA Frustration,0.768,67,5,61243,2,2,75.7,1,3.0,1
CUST-12571,Sync Tech 271,SMB,E-Commerce,Germany,2025-01-14,SUB-22571,Growth,Annual,314.45,21,2025-01-14,,Active,,0.647,60,2,84529,1,3,6.7,0,4.7,0
CUST-12572,Vanguard Sphere 271,Mid-Market,Fintech,United States,2025-01-14,SUB-22572,Growth,Monthly,1985.98,54,2025-01-14,,Active,,0.886,54,4,11553,3,1,12.9,0,4.6,0
CUST-12573,Omni Labs 271,Mid-Market,SaaS / Tech,United States,2025-01-14,SUB-22573,Growth,Monthly,3500.67,98,2025-01-14,,Active,,0.562,74,0,27207,7,4,6.3,0,4.2,0
CUST-12574,Hyper Flow 271,Mid-Market,Fintech,United Kingdom,2025-01-14,SUB-22574,Growth,Monthly,2103.37,59,2025-01-14,2025-07-10,Churned,Competitor Alternative,0.5,99,7,26756,18,6,4.6,0,4.6,1
CUST-12575,Zenith Corp 271,SMB,Fintech,United States,2025-01-14,SUB-22575,Growth,Annual,258.8,11,2025-01-14,,Active,,0.64,98,2,55203,3,3,13.8,0,3.9,0
CUST-12576,Quantum Stack 271,SMB,E-Commerce,United States,2025-01-14,SUB-22576,Growth,Monthly,345.65,24,2025-01-14,,Active,,0.879,67,6,69075,5,7,4.1,0,4.0,0
CUST-12577,Nexus AI 271,SMB,SaaS / Tech,United Kingdom,2025-01-14,SUB-22577,Starter,Annual,512.62,21,2025-01-14,,Active,,0.751,66,4,20358,4,1,22.7,0,4.5,0
CUST-12578,Vertex Scale 271,Mid-Market,Cybersecurity,United States,2025-01-14,SUB-22578,Growth,Monthly,1003.63,64,2025-01-14,,Active,,0.596,82,7,18706,18,4,11.5,0,4.7,0
CUST-12579,Blue Systems 271,SMB,SaaS / Tech,United States,2025-01-14,SUB-22579,Starter,Monthly,414.27,23,2025-01-14,,Active,,0.405,100,3,16432,0,4,109.7,0,1.8,0
CUST-12580,Apex Logic 272,Enterprise,SaaS / Tech,Germany,2025-01-15,SUB-22580,Enterprise Plus,Monthly,13409.61,102,2025-01-15,2025-11-12,Churned,Support / SLA Frustration,0.591,58,7,10006,0,3,80.7,1,2.4,1
CUST-12581,Cloud Hub 272,SMB,Healthcare,India,2025-01-15,SUB-22581,Starter,Monthly,525.37,24,2025-01-15,2025-07-03,Churned,Competitor Alternative,0.728,76,5,8590,3,7,18.6,0,4.5,1
CUST-12582,Data Pay 272,SMB,Fintech,Canada,2025-01-15,SUB-22582,Starter,Monthly,348.29,11,2025-01-15,,Active,,0.689,66,3,23702,17,0,4.0,0,5.0,0
CUST-12583,Nova Works 272,Mid-Market,Fintech,Germany,2025-01-15,SUB-22583,Growth,Annual,2762.66,48,2025-01-15,,Active,,0.982,60,7,11927,1,3,20.3,0,4.6,0
CUST-12584,Pulse Security 272,SMB,E-Commerce,United States,2025-01-15,SUB-22584,Starter,Monthly,409.18,16,2025-01-15,2025-11-04,Churned,Support / SLA Frustration,0.6,73,5,49891,29,5,109.9,1,2.9,1
CUST-12585,Stratum Analytics 272,SMB,SaaS / Tech,United States,2025-01-16,SUB-22585,Starter,Monthly,472.01,23,2025-01-16,,Active,,0.406,54,5,8633,0,4,6.2,0,4.7,0
CUST-12586,Sync Tech 272,Enterprise,Healthcare,United States,2025-01-16,SUB-22586,Enterprise Plus,Annual,9298.47,308,2025-01-16,,Active,,0.738,48,4,40817,4,5,20.6,0,4.7,0
CUST-12587,Vanguard Sphere 272,SMB,SaaS / Tech,Canada,2025-01-16,SUB-22587,Starter,Monthly,261.43,18,2025-01-16,2025-12-20,Churned,Support / SLA Frustration,0.835,82,4,32500,3,2,96.4,1,1.6,1
CUST-12588,Omni Labs 272,Mid-Market,E-Commerce,India,2025-01-16,SUB-22588,Scale,Monthly,2297.3,99,2025-01-16,,Active,,0.554,62,3,18590,6,1,19.5,0,4.5,0
CUST-12589,Hyper Flow 272,SMB,Fintech,Canada,2025-01-16,SUB-22589,Starter,Annual,637.55,9,2025-01-16,,Active,,0.788,61,4,768,7,5,79.0,0,2.8,0
CUST-12590,Zenith Corp 272,SMB,Fintech,India,2025-01-16,SUB-22590,Growth,Annual,130.63,8,2025-01-16,,Active,,0.411,64,7,4711,19,3,6.4,0,4.1,0
CUST-12591,Quantum Stack 272,SMB,Logistics & Supply Chain,United Kingdom,2025-01-16,SUB-22591,Starter,Annual,244.54,20,2025-01-16,2025-08-25,Churned,Support / SLA Frustration,0.846,92,6,27899,3,5,102.4,3,3.0,1
CUST-12592,Nexus AI 272,SMB,SaaS / Tech,United States,2025-01-16,SUB-22592,Growth,Monthly,649.93,13,2025-01-16,2025-07-19,Churned,Low Adoption & License Waste,0.309,74,1,8996,9,5,12.1,0,4.6,1
CUST-12593,Vertex Scale 272,SMB,Logistics & Supply Chain,United States,2025-01-17,SUB-22593,Growth,Monthly,416.48,19,2025-01-17,2025-03-25,Churned,Support / SLA Frustration,0.323,92,1,4742,3,4,117.8,3,1.3,1
CUST-12594,Blue Systems 272,Enterprise,Fintech,United States,2025-01-17,SUB-22594,Scale,Annual,10297.79,150,2025-01-17,,Active,,0.628,98,7,12815,2,6,15.4,0,4.1,0
CUST-12595,Apex Logic 273,SMB,Cybersecurity,United States,2025-01-17,SUB-22595,Starter,Annual,681.06,24,2025-01-17,,Active,,0.813,71,3,31186,5,5,5.1,0,4.5,0
CUST-12596,Cloud Hub 273,Mid-Market,Fintech,Canada,2025-01-17,SUB-22596,Growth,Annual,1534.44,86,2025-01-17,,Active,,0.484,50,2,29843,19,5,8.2,0,4.7,0
CUST-12597,Data Pay 273,Mid-Market,Fintech,United States,2025-01-18,SUB-22597,Growth,Monthly,2835.32,92,2025-01-18,,Active,,0.644,85,5,4709,14,4,19.3,0,4.3,0
CUST-12598,Nova Works 273,Mid-Market,Cybersecurity,United Kingdom,2025-01-18,SUB-22598,Growth,Monthly,2696.43,87,2025-01-18,,Active,,0.687,68,4,7015,2,3,4.4,0,4.6,0
CUST-12599,Pulse Security 273,Enterprise,Healthcare,United Kingdom,2025-01-18,SUB-22599,Enterprise Plus,Annual,13038.85,468,2025-01-18,,Active,,0.687,70,3,21212,19,4,4.7,0,4.9,0
CUST-12600,Stratum Analytics 273,SMB,SaaS / Tech,United States,2025-01-18,SUB-22600,Growth,Monthly,124.89,7,2025-01-18,2025-12-18,Churned,Support / SLA Frustration,0.703,87,2,4052,12,3,84.3,2,1.6,1
CUST-12601,Sync Tech 273,Enterprise,Fintech,United States,2025-01-18,SUB-22601,Enterprise Plus,Annual,7382.51,192,2025-01-18,,Active,,1.0,24,6,2273,6,8,8.1,0,4.4,0
CUST-12602,Vanguard Sphere 273,SMB,E-Commerce,United States,2025-01-19,SUB-22602,Starter,Monthly,302.33,9,2025-01-19,2025-06-17,Churned,Low Adoption & License Waste,0.376,56,4,18591,9,2,8.7,0,3.9,1
CUST-12603,Omni Labs 273,Mid-Market,Cybersecurity,United States,2025-01-19,SUB-22603,Scale,Monthly,1053.14,34,2025-01-19,,Active,,0.743,74,5,57235,0,3,22.8,0,4.4,0
CUST-12604,Hyper Flow 273,Enterprise,Healthcare,Germany,2025-01-19,SUB-22604,Enterprise Plus,Annual,15181.05,387,2025-01-19,2025-10-31,Churned,Support / SLA Frustration,0.628,64,4,9968,1,2,87.0,0,1.5,1
CUST-12605,Zenith Corp 273,SMB,SaaS / Tech,United States,2025-01-19,SUB-22605,Growth,Annual,187.59,17,2025-01-19,,Active,,0.838,75,2,1705,5,2,7.2,0,4.7,0
CUST-12606,Quantum Stack 273,Enterprise,Fintech,United Kingdom,2025-01-19,SUB-22606,Enterprise Plus,Annual,17500.47,418,2025-01-19,,Active,,0.811,95,3,2507,7,2,23.8,0,3.9,0
CUST-12607,Nexus AI 273,Mid-Market,E-Commerce,India,2025-01-19,SUB-22607,Scale,Annual,1212.45,83,2025-01-19,,Active,,0.867,68,6,43455,3,5,79.5,1,2.9,0
CUST-12608,Vertex Scale 273,SMB,Healthcare,Germany,2025-01-20,SUB-22608,Starter,Annual,693.78,22,2025-01-20,,Active,,0.674,39,4,4491,1,5,12.2,0,5.0,0
CUST-12609,Blue Systems 273,Enterprise,Fintech,India,2025-01-20,SUB-22609,Scale,Annual,5147.73,214,2025-01-20,2025-04-23,Churned,Support / SLA Frustration,0.372,100,7,47103,4,3,76.1,2,1.5,1
CUST-12610,Apex Logic 274,SMB,Healthcare,United States,2025-01-20,SUB-22610,Starter,Monthly,126.55,11,2025-01-20,2025-12-15,Churned,Support / SLA Frustration,0.612,39,5,8477,1,3,86.6,1,2.2,1
CUST-12611,Cloud Hub 274,Enterprise,Fintech,United States,2025-01-20,SUB-22611,Scale,Monthly,13558.26,262,2025-01-20,,Active,,0.78,86,1,8660,13,3,22.8,0,4.9,0
CUST-12612,Data Pay 274,Mid-Market,Cybersecurity,United States,2025-01-20,SUB-22612,Growth,Monthly,2760.93,86,2025-01-20,2025-10-11,Churned,Support / SLA Frustration,0.823,87,3,17266,9,4,105.3,0,2.0,1
CUST-12613,Nova Works 274,SMB,Healthcare,United States,2025-01-20,SUB-22613,Starter,Monthly,396.86,10,2025-01-20,,Active,,0.449,74,5,32465,1,5,11.4,0,4.8,0
CUST-12614,Pulse Security 274,Mid-Market,Fintech,India,2025-01-20,SUB-22614,Growth,Annual,3616.43,80,2025-01-20,,Active,,0.841,97,6,19143,16,0,4.0,0,4.7,0
CUST-12615,Stratum Analytics 274,Enterprise,Healthcare,United Kingdom,2025-01-20,SUB-22615,Enterprise Plus,Annual,6516.27,300,2025-01-20,,Active,,0.714,70,2,1136,1,4,11.4,0,4.4,0
CUST-12616,Sync Tech 274,Mid-Market,Healthcare,United States,2025-01-20,SUB-22616,Scale,Monthly,1555.15,32,2025-01-20,,Active,,0.651,32,4,21092,15,4,19.2,0,4.9,0
CUST-12617,Vanguard Sphere 274,Mid-Market,SaaS / Tech,United States,2025-01-20,SUB-22617,Growth,Monthly,2481.57,49,2025-01-20,,Active,,0.99,63,3,33035,1,3,15.8,0,4.0,0
CUST-12618,Omni Labs 274,SMB,Cybersecurity,United States,2025-01-20,SUB-22618,Starter,Annual,418.13,20,2025-01-20,2025-06-02,Churned,Support / SLA Frustration,0.362,36,5,102700,5,3,108.2,1,2.5,1
CUST-12619,Hyper Flow 274,Mid-Market,Healthcare,United Kingdom,2025-01-20,SUB-22619,Scale,Annual,1384.92,76,2025-01-20,2025-10-27,Churned,Support / SLA Frustration,0.746,100,4,28067,4,2,62.1,0,1.6,1
CUST-12620,Zenith Corp 274,SMB,Logistics & Supply Chain,Canada,2025-01-21,SUB-22620,Growth,Annual,655.59,21,2025-01-21,,Active,,0.686,100,1,37274,1,5,21.5,0,4.7,0
CUST-12621,Quantum Stack 274,SMB,E-Commerce,Germany,2025-01-21,SUB-22621,Starter,Monthly,569.45,18,2025-01-21,,Active,,0.444,100,3,23607,4,8,9.3,0,4.5,0
CUST-12622,Nexus AI 274,Mid-Market,Fintech,India,2025-01-21,SUB-22622,Growth,Annual,1371.51,81,2025-01-21,2025-05-31,Churned,Support / SLA Frustration,1.0,59,5,33512,0,3,55.4,0,1.7,1
CUST-12623,Vertex Scale 274,SMB,SaaS / Tech,United States,2025-01-21,SUB-22623,Starter,Monthly,606.79,11,2025-01-21,,Active,,0.775,58,4,12749,3,3,7.6,0,4.7,0
CUST-12624,Blue Systems 274,Mid-Market,E-Commerce,United States,2025-01-21,SUB-22624,Scale,Annual,1993.82,49,2025-01-21,,Active,,0.637,74,2,74737,4,9,8.3,0,4.6,0
CUST-12625,Apex Logic 275,SMB,SaaS / Tech,United States,2025-01-21,SUB-22625,Growth,Monthly,132.72,24,2025-01-21,2025-05-01,Churned,Support / SLA Frustration,0.816,86,6,9547,13,3,106.7,1,1.6,1
CUST-12626,Cloud Hub 275,Enterprise,Logistics & Supply Chain,United States,2025-01-21,SUB-22626,Enterprise Plus,Annual,5530.56,223,2025-01-21,,Active,,0.742,100,6,2023,2,2,23.6,0,4.8,0
CUST-12627,Data Pay 275,SMB,Healthcare,India,2025-01-21,SUB-22627,Starter,Monthly,293.79,13,2025-01-21,,Active,,0.716,44,7,6222,5,3,18.4,0,3.8,0
CUST-12628,Nova Works 275,Mid-Market,Cybersecurity,United Kingdom,2025-01-21,SUB-22628,Growth,Annual,2399.21,51,2025-01-21,2025-11-13,Churned,Support / SLA Frustration,0.672,93,3,100052,0,7,60.5,4,3.2,1
CUST-12629,Pulse Security 275,Mid-Market,SaaS / Tech,Canada,2025-01-21,SUB-22629,Growth,Monthly,1315.77,25,2025-01-21,,Active,,0.521,75,5,4591,1,8,13.3,0,3.9,0
CUST-12630,Stratum Analytics 275,SMB,E-Commerce,United States,2025-01-22,SUB-22630,Starter,Monthly,565.37,16,2025-01-22,2025-12-24,Churned,Support / SLA Frustration,0.801,45,3,9107,11,5,90.6,0,2.0,1
CUST-12631,Sync Tech 275,SMB,E-Commerce,United States,2025-01-22,SUB-22631,Starter,Monthly,315.28,12,2025-01-22,,Active,,0.674,79,6,2735,12,1,16.5,0,4.8,0
CUST-12632,Vanguard Sphere 275,Enterprise,Healthcare,United States,2025-01-22,SUB-22632,Enterprise Plus,Annual,14913.39,330,2025-01-22,,Active,,0.589,100,6,2145,2,1,50.4,1,1.5,0
CUST-12633,Omni Labs 275,Mid-Market,Cybersecurity,United Kingdom,2025-01-23,SUB-22633,Growth,Annual,3692.06,26,2025-01-23,,Active,,0.76,100,4,12872,3,3,16.3,0,4.6,0
CUST-12634,Hyper Flow 275,SMB,SaaS / Tech,Canada,2025-01-23,SUB-22634,Starter,Monthly,522.22,9,2025-01-23,2025-03-11,Churned,Price / Budget Cuts,0.725,70,3,15013,2,5,17.6,0,3.9,1
CUST-12635,Zenith Corp 275,SMB,Fintech,United States,2025-01-23,SUB-22635,Growth,Monthly,672.78,11,2025-01-23,2025-09-17,Churned,Low Adoption & License Waste,0.367,60,5,51966,3,5,5.8,0,4.0,1
CUST-12636,Quantum Stack 275,SMB,Healthcare,Canada,2025-01-23,SUB-22636,Growth,Monthly,279.23,23,2025-01-23,2025-07-04,Churned,Price / Budget Cuts,0.833,78,6,23874,3,3,6.7,0,3.9,1
CUST-12637,Nexus AI 275,SMB,E-Commerce,Germany,2025-01-23,SUB-22637,Starter,Monthly,408.86,24,2025-01-23,2025-10-13,Churned,Support / SLA Frustration,0.395,29,4,9783,4,2,74.3,1,3.1,1
CUST-12638,Vertex Scale 275,SMB,Fintech,United States,2025-01-23,SUB-22638,Starter,Monthly,124.45,14,2025-01-23,,Active,,0.534,100,4,947,6,4,5.4,0,4.0,0
CUST-12639,Blue Systems 275,SMB,Fintech,Canada,2025-01-23,SUB-22639,Growth,Monthly,219.57,13,2025-01-23,,Active,,0.574,72,3,13517,6,4,15.6,0,4.0,0
CUST-12640,Apex Logic 276,Mid-Market,E-Commerce,United States,2025-01-23,SUB-22640,Growth,Annual,2184.83,85,2025-01-23,,Active,,0.585,38,4,10327,7,3,2.7,0,4.5,0
