subscription_id,customer_id,plan_type,billing_cycle,mrr,seats_purchased,start_date,end_date,status,churn_reason
SUB-22164,CUST-12164,Growth,Monthly,1254.03,71,2024-11-19,2025-08-18,Churned,Support / SLA Frustration
SUB-22165,CUST-12165,Growth,Annual,655.31,20,2024-11-19,2025-07-15,Churned,Support / SLA Frustration
SUB-22166,CUST-12166,Starter,Monthly,375.43,24,2024-11-19,,Active,
SUB-22167,CUST-12167,Scale,Annual,5623.75,187,2024-11-19,,Active,
SUB-22168,CUST-12168,Growth,Monthly,741.03,15,2024-11-19,,Active,
SUB-22169,CUST-12169,Growth,Annual,3673.93,38,2024-11-19,,Active,
SUB-22170,CUST-12170,Starter,Monthly,381.82,17,2024-11-19,,Active,
SUB-22171,CUST-12171,Enterprise Plus,Annual,11244.42,416,2024-11-20,,Active,
SUB-22172,CUST-12172,Growth,Annual,1808.33,40,2024-11-20,,Active,
SUB-22173,CUST-12173,Starter,Monthly,460.79,6,2024-11-20,,Active,
SUB-22174,CUST-12174,Scale,Monthly,3695.96,87,2024-11-20,,Active,
SUB-22175,CUST-12175,Starter,Annual,645.13,6,2024-11-20,,Active,
SUB-22176,CUST-12176,Growth,Annual,1417.3,87,2024-11-20,,Active,
SUB-22177,CUST-12177,Growth,Monthly,634.16,9,2024-11-20,,Active,
SUB-22178,CUST-12178,Growth,Monthly,540.11,7,2024-11-21,,Active,
SUB-22179,CUST-12179,Growth,Monthly,147.47,6,2024-11-21,,Active,
SUB-22180,CUST-12180,Growth,Annual,1743.26,85,2024-11-21,,Active,
SUB-22181,CUST-12181,Growth,Annual,2979.41,52,2024-11-21,,Active,
SUB-22182,CUST-12182,Enterprise Plus,Annual,15030.56,105,2024-11-21,,Active,
SUB-22183,CUST-12183,Growth,Annual,1919.64,46,2024-11-21,2025-08-25,Churned,Support / SLA Frustration
SUB-22184,CUST-12184,Starter,Monthly,241.01,16,2024-11-22,2025-06-02,Churned,Support / SLA Frustration
SUB-22185,CUST-12185,Starter,Monthly,511.08,22,2024-11-22,,Active,
SUB-22186,CUST-12186,Starter,Annual,515.14,12,2024-11-22,,Active,
SUB-22187,CUST-12187,Starter,Annual,472.11,11,2024-11-22,,Active,
SUB-22188,CUST-12188,Growth,Monthly,253.74,17,2024-11-22,,Active,
SUB-22189,CUST-12189,Starter,Monthly,424.02,14,2024-11-22,2025-08-22,Churned,Price / Budget Cuts
SUB-22190,CUST-12190,Scale,Annual,3522.49,84,2024-11-22,,Active,
SUB-22191,CUST-12191,Starter,Annual,296.11,11,2024-11-22,2025-07-07,Churned,Support / SLA Frustration
SUB-22192,CUST-12192,Starter,Annual,696.05,6,2024-11-22,,Active,
SUB-22193,CUST-12193,Starter,Annual,281.7,21,2024-11-23,2025-03-08,Churned,Support / SLA Frustration
SUB-22194,CUST-12194,Enterprise Plus,Annual,16268.74,420,2024-11-23,2025-07-17,Churned,Support / SLA Frustration
SUB-22195,CUST-12195,Scale,Monthly,2696.98,62,2024-11-23,,Active,
SUB-22196,CUST-12196,Growth,Annual,2516.49,91,2024-11-23,,Active,
SUB-22197,CUST-12197,Starter,Monthly,344.86,18,2024-11-24,2025-06-09,Churned,Price / Budget Cuts
SUB-22198,CUST-12198,Starter,Monthly,526.38,9,2024-11-24,,Active,
SUB-22199,CUST-12199,Growth,Monthly,1031.36,60,2024-11-24,2025-11-09,Churned,Support / SLA Frustration
SUB-22200,CUST-12200,Starter,Monthly,612.65,19,2024-11-24,,Active,
SUB-22201,CUST-12201,Enterprise Plus,Annual,12116.42,456,2024-11-24,,Active,
SUB-22202,CUST-12202,Scale,Monthly,2981.75,35,2024-11-24,,Active,
SUB-22203,CUST-12203,Scale,Annual,15852.72,398,2024-11-24,,Active,
SUB-22204,CUST-12204,Starter,Monthly,319.24,14,2024-11-25,,Active,
SUB-22205,CUST-12205,Starter,Monthly,267.52,16,2024-11-25,,Active,
SUB-22206,CUST-12206,Growth,Monthly,2537.23,94,2024-11-25,2025-01-15,Churned,Leadership Transition
SUB-22207,CUST-12207,Starter,Annual,602.8,12,2024-11-25,,Active,
SUB-22208,CUST-12208,Growth,Annual,2791.21,28,2024-11-25,2025-05-11,Churned,Competitor Alternative
SUB-22209,CUST-12209,Starter,Monthly,447.75,5,2024-11-25,,Active,
SUB-22210,CUST-12210,Starter,Monthly,245.6,21,2024-11-25,,Active,
SUB-22211,CUST-12211,Starter,Monthly,696.84,12,2024-11-25,,Active,
SUB-22212,CUST-12212,Scale,Annual,12239.49,234,2024-11-25,2025-01-04,Churned,Support / SLA Frustration
SUB-22213,CUST-12213,Starter,Monthly,303.42,19,2024-11-26,2025-07-08,Churned,Support / SLA Frustration
SUB-22214,CUST-12214,Starter,Monthly,370.65,12,2024-11-26,2025-03-24,Churned,Switched Tool
SUB-22215,CUST-12215,Growth,Annual,1677.79,49,2024-11-26,,Active,
SUB-22216,CUST-12216,Starter,Monthly,369.29,23,2024-11-26,2025-01-11,Churned,Competitor Alternative
SUB-22217,CUST-12217,Scale,Monthly,3440.99,71,2024-11-26,2025-02-26,Churned,Low Adoption & License Waste
SUB-22218,CUST-12218,Starter,Annual,575.11,17,2024-11-26,,Active,
SUB-22219,CUST-12219,Enterprise Plus,Annual,10494.65,309,2024-11-26,,Active,
SUB-22220,CUST-12220,Starter,Monthly,672.26,21,2024-11-26,2025-07-07,Churned,Support / SLA Frustration
SUB-22221,CUST-12221,Growth,Annual,694.48,10,2024-11-27,,Active,
SUB-22222,CUST-12222,Enterprise Plus,Annual,10435.22,399,2024-11-27,,Active,
SUB-22223,CUST-12223,Scale,Annual,2868.01,66,2024-11-27,,Active,
SUB-22224,CUST-12224,Scale,Annual,7257.34,377,2024-11-27,,Active,
SUB-22225,CUST-12225,Growth,Annual,2063.1,47,2024-11-27,2025-03-03,Churned,Support / SLA Frustration
SUB-22226,CUST-12226,Growth,Monthly,3699.41,87,2024-11-28,2025-05-11,Churned,Competitor Alternative
SUB-22227,CUST-12227,Growth,Monthly,367.05,5,2024-11-28,,Active,
SUB-22228,CUST-12228,Growth,Monthly,2013.67,59,2024-11-28,,Active,
SUB-22229,CUST-12229,Growth,Annual,1079.43,71,2024-11-28,,Active,
SUB-22230,CUST-12230,Starter,Monthly,464.54,20,2024-11-28,,Active,
SUB-22231,CUST-12231,Enterprise Plus,Annual,11239.73,241,2024-11-29,,Active,
SUB-22232,CUST-12232,Growth,Annual,216.15,13,2024-11-29,,Active,
SUB-22233,CUST-12233,Starter,Annual,573.17,16,2024-11-29,,Active,
SUB-22234,CUST-12234,Starter,Monthly,447.28,8,2024-11-29,,Active,
SUB-22235,CUST-12235,Starter,Monthly,566.99,16,2024-11-29,,Active,
SUB-22236,CUST-12236,Starter,Monthly,472.33,11,2024-11-29,,Active,
SUB-22237,CUST-12237,Growth,Monthly,2639.74,77,2024-11-29,,Active,
SUB-22238,CUST-12238,Enterprise Plus,Annual,12390.71,121,2024-11-29,,Active,
SUB-22239,CUST-12239,Scale,Annual,1299.88,31,2024-11-29,,Active,
SUB-22240,CUST-12240,Growth,Monthly,561.1,23,2024-11-29,2025-08-06,Churned,Switched Tool
SUB-22241,CUST-12241,Enterprise Plus,Annual,12863.19,491,2024-11-29,,Active,
SUB-22242,CUST-12242,Starter,Monthly,213.7,20,2024-11-29,,Active,
SUB-22243,CUST-12243,Starter,Monthly,138.07,6,2024-11-30,,Active,
SUB-22244,CUST-12244,Starter,Monthly,499.85,23,2024-11-30,2025-01-29,Churned,Support / SLA Frustration
SUB-22245,CUST-12245,Starter,Annual,252.0,5,2024-11-30,,Active,
SUB-22246,CUST-12246,Enterprise Plus,Annual,17972.2,264,2024-11-30,,Active,
SUB-22247,CUST-12247,Starter,Annual,490.29,24,2024-11-30,,Active,
SUB-22248,CUST-12248,Starter,Annual,562.11,18,2024-11-30,2025-04-23,Churned,Support / SLA Frustration
SUB-22249,CUST-12249,Scale,Annual,6238.51,470,2024-11-30,,Active,
SUB-22250,CUST-12250,Scale,Annual,9083.55,175,2024-11-30,,Active,
SUB-22251,CUST-12251,Starter,Monthly,429.28,18,2024-12-01,,Active,
SUB-22252,CUST-12252,Starter,Annual,733.66,21,2024-12-01,,Active,
SUB-22253,CUST-12253,Starter,Monthly,520.06,8,2024-12-01,,Active,
SUB-22254,CUST-12254,Starter,Monthly,251.21,7,2024-12-01,2025-08-23,Churned,Support / SLA Frustration
SUB-22255,CUST-12255,Growth,Monthly,273.75,19,2024-12-01,2025-05-15,Churned,Support / SLA Frustration
SUB-22256,CUST-12256,Growth,Monthly,669.72,18,2024-12-01,2025-09-21,Churned,Price / Budget Cuts
SUB-22257,CUST-12257,Growth,Annual,3007.46,40,2024-12-02,,Active,
SUB-22258,CUST-12258,Growth,Monthly,2464.55,70,2024-12-02,,Active,
SUB-22259,CUST-12259,Growth,Annual,2089.6,64,2024-12-02,,Active,
SUB-22260,CUST-12260,Growth,Monthly,388.75,24,2024-12-02,2025-07-18,Churned,Support / SLA Frustration
SUB-22261,CUST-12261,Starter,Annual,335.03,9,2024-12-02,,Active,
SUB-22262,CUST-12262,Starter,Annual,231.79,10,2024-12-02,,Active,
SUB-22263,CUST-12263,Scale,Monthly,3215.63,38,2024-12-02,,Active,
SUB-22264,CUST-12264,Starter,Annual,315.64,21,2024-12-02,2025-06-19,Churned,Support / SLA Frustration
SUB-22265,CUST-12265,Starter,Annual,396.29,8,2024-12-02,,Active,
SUB-22266,CUST-12266,Starter,Monthly,340.22,23,2024-12-02,2025-04-18,Churned,Support / SLA Frustration
SUB-22267,CUST-12267,Starter,Monthly,599.26,18,2024-12-02,2025-03-10,Churned,Competitor Alternative
SUB-22268,CUST-12268,Growth,Annual,2679.06,51,2024-12-03,,Active,
SUB-22269,CUST-12269,Starter,Monthly,583.4,24,2024-12-03,,Active,
SUB-22270,CUST-12270,Enterprise Plus,Annual,15991.8,233,2024-12-03,,Active,
SUB-22271,CUST-12271,Growth,Annual,3507.46,36,2024-12-03,,Active,
SUB-22272,CUST-12272,Growth,Annual,3356.63,95,2024-12-03,2025-10-19,Churned,Support / SLA Frustration
SUB-22273,CUST-12273,Starter,Monthly,221.72,8,2024-12-03,,Active,
SUB-22274,CUST-12274,Growth,Monthly,237.12,14,2024-12-03,,Active,
SUB-22275,CUST-12275,Growth,Monthly,664.3,16,2024-12-03,,Active,
SUB-22276,CUST-12276,Growth,Monthly,502.45,20,2024-12-03,,Active,
SUB-22277,CUST-12277,Starter,Annual,340.6,17,2024-12-04,2025-11-08,Churned,Support / SLA Frustration
SUB-22278,CUST-12278,Starter,Annual,304.64,5,2024-12-04,,Active,
SUB-22279,CUST-12279,Enterprise Plus,Annual,6177.22,379,2024-12-04,,Active,
SUB-22280,CUST-12280,Scale,Annual,1577.44,95,2024-12-05,,Active,
SUB-22281,CUST-12281,Growth,Monthly,1695.22,41,2024-12-05,,Active,
SUB-22282,CUST-12282,Growth,Annual,3499.65,98,2024-12-05,2025-10-01,Churned,Support / SLA Frustration
SUB-22283,CUST-12283,Enterprise Plus,Monthly,15932.99,364,2024-12-05,,Active,
SUB-22284,CUST-12284,Enterprise Plus,Annual,9736.82,356,2024-12-05,,Active,
SUB-22285,CUST-12285,Scale,Monthly,3333.16,60,2024-12-05,,Active,
SUB-22286,CUST-12286,Growth,Monthly,216.7,23,2024-12-05,2025-07-19,Churned,Support / SLA Frustration
SUB-22287,CUST-12287,Growth,Monthly,3445.82,55,2024-12-05,2025-11-17,Churned,Competitor Alternative
SUB-22288,CUST-12288,Growth,Annual,955.4,62,2024-12-05,2025-03-25,Churned,Support / SLA Frustration
SUB-22289,CUST-12289,Growth,Monthly,1154.43,59,2024-12-05,,Active,
SUB-22290,CUST-12290,Growth,Monthly,561.85,16,2024-12-05,2025-08-09,Churned,Low Adoption & License Waste
SUB-22291,CUST-12291,Growth,Annual,1161.39,83,2024-12-05,,Active,
SUB-22292,CUST-12292,Growth,Monthly,1937.02,59,2024-12-06,2025-02-11,Churned,Support / SLA Frustration
SUB-22293,CUST-12293,Starter,Monthly,253.03,12,2024-12-06,,Active,
SUB-22294,CUST-12294,Scale,Annual,12663.1,175,2024-12-06,,Active,
SUB-22295,CUST-12295,Scale,Monthly,11713.24,153,2024-12-06,,Active,
SUB-22296,CUST-12296,Growth,Annual,2266.88,75,2024-12-06,,Active,
SUB-22297,CUST-12297,Enterprise Plus,Annual,13052.1,261,2024-12-06,,Active,
SUB-22298,CUST-12298,Enterprise Plus,Annual,8988.74,158,2024-12-07,,Active,
SUB-22299,CUST-12299,Scale,Annual,1752.69,77,2024-12-07,,Active,
SUB-22300,CUST-12300,Starter,Monthly,235.84,12,2024-12-08,,Active,
SUB-22301,CUST-12301,Starter,Monthly,304.32,18,2024-12-08,,Active,
SUB-22302,CUST-12302,Starter,Annual,392.51,24,2024-12-08,,Active,
SUB-22303,CUST-12303,Scale,Monthly,2108.81,28,2024-12-08,,Active,
SUB-22304,CUST-12304,Starter,Monthly,205.15,10,2024-12-08,,Active,
SUB-22305,CUST-12305,Growth,Annual,1505.87,31,2024-12-08,2025-01-15,Churned,Support / SLA Frustration
SUB-22306,CUST-12306,Enterprise Plus,Annual,11756.49,399,2024-12-09,,Active,
SUB-22307,CUST-12307,Starter,Monthly,136.56,13,2024-12-09,,Active,
SUB-22308,CUST-12308,Enterprise Plus,Monthly,12247.96,163,2024-12-09,2025-05-24,Churned,Support / SLA Frustration
SUB-22309,CUST-12309,Growth,Annual,2290.13,39,2024-12-09,,Active,
SUB-22310,CUST-12310,Starter,Annual,588.75,16,2024-12-09,,Active,
SUB-22311,CUST-12311,Starter,Monthly,508.32,11,2024-12-10,,Active,
SUB-22312,CUST-12312,Growth,Monthly,1982.98,93,2024-12-10,,Active,
SUB-22313,CUST-12313,Starter,Annual,718.06,24,2024-12-10,,Active,
SUB-22314,CUST-12314,Starter,Monthly,259.54,19,2024-12-10,,Active,
SUB-22315,CUST-12315,Enterprise Plus,Annual,7723.35,109,2024-12-11,,Active,
SUB-22316,CUST-12316,Growth,Annual,3221.98,47,2024-12-11,2025-02-24,Churned,Support / SLA Frustration
SUB-22317,CUST-12317,Growth,Monthly,2335.34,57,2024-12-11,,Active,
SUB-22318,CUST-12318,Growth,Monthly,1261.75,82,2024-12-11,,Active,
SUB-22319,CUST-12319,Growth,Monthly,2774.05,71,2024-12-11,2025-06-27,Churned,Competitor Alternative
SUB-22320,CUST-12320,Starter,Monthly,663.72,5,2024-12-11,2025-07-05,Churned,Support / SLA Frustration
SUB-22321,CUST-12321,Starter,Monthly,634.74,12,2024-12-11,,Active,
SUB-22322,CUST-12322,Starter,Monthly,160.66,17,2024-12-11,,Active,
SUB-22323,CUST-12323,Scale,Monthly,985.96,74,2024-12-11,,Active,
SUB-22324,CUST-12324,Starter,Annual,507.05,7,2024-12-11,,Active,
SUB-22325,CUST-12325,Starter,Monthly,347.53,14,2024-12-12,,Active,
SUB-22326,CUST-12326,Starter,Monthly,270.35,17,2024-12-12,,Active,
SUB-22327,CUST-12327,Enterprise Plus,Annual,11356.34,359,2024-12-12,,Active,
SUB-22328,CUST-12328,Starter,Monthly,524.59,5,2024-12-12,2025-04-11,Churned,Switched Tool
SUB-22329,CUST-12329,Enterprise Plus,Annual,4778.28,303,2024-12-12,,Active,
SUB-22330,CUST-12330,Scale,Monthly,1228.78,99,2024-12-12,,Active,
SUB-22331,CUST-12331,Enterprise Plus,Annual,7862.75,329,2024-12-12,2025-10-26,Churned,Competitor Alternative
SUB-22332,CUST-12332,Growth,Monthly,536.73,12,2024-12-12,,Active,
SUB-22333,CUST-12333,Starter,Monthly,564.55,12,2024-12-12,,Active,
SUB-22334,CUST-12334,Scale,Annual,16026.67,395,2024-12-12,,Active,
SUB-22335,CUST-12335,Growth,Monthly,1117.01,28,2024-12-12,,Active,
SUB-22336,CUST-12336,Growth,Annual,1154.72,74,2024-12-12,2025-10-05,Churned,Competitor Alternative
SUB-22337,CUST-12337,Scale,Monthly,2896.26,81,2024-12-13,,Active,
SUB-22338,CUST-12338,Scale,Annual,12330.66,477,2024-12-13,,Active,
SUB-22339,CUST-12339,Growth,Annual,2795.14,80,2024-12-13,,Active,
SUB-22340,CUST-12340,Starter,Monthly,157.51,24,2024-12-13,2025-10-08,Churned,Competitor Alternative
SUB-22341,CUST-12341,Scale,Annual,5095.49,270,2024-12-13,,Active,
SUB-22342,CUST-12342,Scale,Annual,16634.8,204,2024-12-14,,Active,
SUB-22343,CUST-12343,Scale,Annual,2021.04,46,2024-12-14,,Active,
SUB-22344,CUST-12344,Starter,Monthly,202.04,22,2024-12-14,,Active,
SUB-22345,CUST-12345,Starter,Monthly,709.27,23,2024-12-14,,Active,
SUB-22346,CUST-12346,Starter,Monthly,331.29,19,2024-12-14,,Active,
SUB-22347,CUST-12347,Growth,Monthly,1592.02,48,2024-12-14,,Active,
SUB-22348,CUST-12348,Starter,Monthly,182.4,14,2024-12-14,,Active,
SUB-22349,CUST-12349,Enterprise Plus,Annual,10045.76,305,2024-12-15,,Active,
SUB-22350,CUST-12350,Starter,Monthly,724.32,24,2024-12-16,,Active,
SUB-22351,CUST-12351,Starter,Monthly,299.87,24,2024-12-16,,Active,
SUB-22352,CUST-12352,Starter,Monthly,121.85,11,2024-12-16,,Active,
SUB-22353,CUST-12353,Starter,Monthly,473.44,16,2024-12-17,2025-08-08,Churned,Low Adoption & License Waste
SUB-22354,CUST-12354,Starter,Monthly,122.06,11,2024-12-17,,Active,
SUB-22355,CUST-12355,Enterprise Plus,Monthly,7667.32,316,2024-12-17,2025-08-27,Churned,Support / SLA Frustration
SUB-22356,CUST-12356,Starter,Monthly,151.83,13,2024-12-17,,Active,
SUB-22357,CUST-12357,Scale,Annual,6484.92,490,2024-12-17,,Active,
SUB-22358,CUST-12358,Starter,Monthly,249.31,23,2024-12-17,,Active,
SUB-22359,CUST-12359,Enterprise Plus,Annual,12355.85,227,2024-12-17,,Active,
SUB-22360,CUST-12360,Enterprise Plus,Annual,10206.54,365,2024-12-17,,Active,
SUB-22361,CUST-12361,Scale,Annual,3580.66,95,2024-12-17,,Active,
SUB-22362,CUST-12362,Growth,Annual,2132.69,69,2024-12-18,2025-07-10,Churned,Competitor Alternative
SUB-22363,CUST-12363,Growth,Annual,2867.17,70,2024-12-18,,Active,
SUB-22364,CUST-12364,Starter,Monthly,548.38,12,2024-12-18,2025-10-03,Churned,Switched Tool
SUB-22365,CUST-12365,Enterprise Plus,Annual,10821.46,167,2024-12-18,,Active,
SUB-22366,CUST-12366,Scale,Annual,6534.93,353,2024-12-18,,Active,
SUB-22367,CUST-12367,Starter,Annual,135.51,20,2024-12-18,2025-09-03,Churned,Support / SLA Frustration
SUB-22368,CUST-12368,Growth,Annual,2334.29,86,2024-12-18,,Active,
SUB-22369,CUST-12369,Growth,Monthly,275.73,19,2024-12-18,,Active,
SUB-22370,CUST-12370,Starter,Annual,464.69,18,2024-12-19,,Active,
SUB-22371,CUST-12371,Starter,Annual,614.03,22,2024-12-19,,Active,
SUB-22372,CUST-12372,Starter,Monthly,652.55,19,2024-12-19,,Active,
SUB-22373,CUST-12373,Growth,Annual,1474.19,56,2024-12-19,,Active,
SUB-22374,CUST-12374,Starter,Monthly,444.85,8,2024-12-19,,Active,
SUB-22375,CUST-12375,Scale,Annual,2294.88,80,2024-12-19,,Active,
SUB-22376,CUST-12376,Growth,Annual,2277.18,88,2024-12-19,,Active,
SUB-22377,CUST-12377,Growth,Monthly,619.87,5,2024-12-19,,Active,
SUB-22378,CUST-12378,Scale,Monthly,2567.99,81,2024-12-19,,Active,
SUB-22379,CUST-12379,Starter,Monthly,656.92,16,2024-12-19,,Active,
SUB-22380,CUST-12380,Starter,Monthly,659.28,19,2024-12-19,,Active,
SUB-22381,CUST-12381,Starter,Monthly,737.59,16,2024-12-20,2025-04-28,Churned,Support / SLA Frustration
SUB-22382,CUST-12382,Growth,Monthly,539.59,11,2024-12-20,,Active,
SUB-22383,CUST-12383,Growth,Monthly,2154.43,84,2024-12-20,2025-09-11,Churned,Low Adoption & License Waste
SUB-22384,CUST-12384,Scale,Annual,2937.91,62,2024-12-20,,Active,
SUB-22385,CUST-12385,Starter,Monthly,684.07,12,2024-12-21,,Active,
SUB-22386,CUST-12386,Growth,Annual,1522.39,65,2024-12-21,,Active,
SUB-22387,CUST-12387,Starter,Monthly,262.12,16,2024-12-21,,Active,
SUB-22388,CUST-12388,Starter,Monthly,406.38,21,2024-12-21,,Active,
SUB-22389,CUST-12389,Growth,Monthly,641.24,7,2024-12-21,,Active,
SUB-22390,CUST-12390,Scale,Annual,3179.03,96,2024-12-21,,Active,
SUB-22391,CUST-12391,Scale,Annual,1971.7,52,2024-12-21,,Active,
SUB-22392,CUST-12392,Growth,Annual,2016.18,99,2024-12-21,,Active,
SUB-22393,CUST-12393,Enterprise Plus,Annual,10858.76,364,2024-12-21,,Active,
SUB-22394,CUST-12394,Growth,Monthly,160.97,14,2024-12-21,,Active,
SUB-22395,CUST-12395,Scale,Annual,2622.26,32,2024-12-21,2025-02-18,Churned,Competitor Alternative
SUB-22396,CUST-12396,Growth,Monthly,1771.0,47,2024-12-22,,Active,
SUB-22397,CUST-12397,Enterprise Plus,Monthly,5639.27,427,2024-12-22,2025-08-03,Churned,Support / SLA Frustration
SUB-22398,CUST-12398,Starter,Monthly,744.81,11,2024-12-22,2025-09-23,Churned,Low Adoption & License Waste
SUB-22399,CUST-12399,Starter,Annual,598.01,7,2024-12-22,2025-07-02,Churned,Switched Tool
SUB-22400,CUST-12400,Growth,Annual,1931.47,30,2024-12-22,,Active,
SUB-22401,CUST-12401,Enterprise Plus,Monthly,10074.59,344,2024-12-22,,Active,
SUB-22402,CUST-12402,Scale,Monthly,2410.0,63,2024-12-22,,Active,
SUB-22403,CUST-12403,Scale,Monthly,1905.4,49,2024-12-22,2025-03-17,Churned,Support / SLA Frustration
SUB-22404,CUST-12404,Starter,Monthly,346.9,15,2024-12-22,2025-11-27,Churned,Support / SLA Frustration
SUB-22405,CUST-12405,Starter,Monthly,166.07,16,2024-12-23,2025-04-16,Churned,Competitor Alternative
SUB-22406,CUST-12406,Growth,Annual,2120.96,85,2024-12-23,2025-05-06,Churned,Support / SLA Frustration
SUB-22407,CUST-12407,Growth,Monthly,3499.4,73,2024-12-23,,Active,
SUB-22408,CUST-12408,Growth,Monthly,450.91,24,2024-12-24,2025-05-22,Churned,Price / Budget Cuts
SUB-22409,CUST-12409,Growth,Annual,1733.71,71,2024-12-24,2025-06-11,Churned,Support / SLA Frustration
SUB-22410,CUST-12410,Starter,Monthly,378.95,21,2024-12-24,,Active,
SUB-22411,CUST-12411,Scale,Annual,5299.52,203,2024-12-24,,Active,
SUB-22412,CUST-12412,Growth,Monthly,2027.82,72,2024-12-24,,Active,
SUB-22413,CUST-12413,Enterprise Plus,Annual,11297.69,126,2024-12-24,,Active,
SUB-22414,CUST-12414,Growth,Monthly,358.55,17,2024-12-24,2025-05-22,Churned,Support / SLA Frustration
SUB-22415,CUST-12415,Starter,Monthly,638.32,21,2024-12-24,2025-10-07,Churned,Competitor Alternative
SUB-22416,CUST-12416,Growth,Annual,2412.05,97,2024-12-24,2025-09-21,Churned,Support / SLA Frustration
SUB-22417,CUST-12417,Enterprise Plus,Annual,15027.7,468,2024-12-24,,Active,
SUB-22418,CUST-12418,Scale,Annual,8116.59,237,2024-12-24,,Active,
SUB-22419,CUST-12419,Growth,Annual,3345.6,64,2024-12-25,,Active,
SUB-22420,CUST-12420,Growth,Annual,2532.3,68,2024-12-25,,Active,
SUB-22421,CUST-12421,Enterprise Plus,Annual,14674.89,463,2024-12-25,,Active,
SUB-22422,CUST-12422,Starter,Monthly,695.83,17,2024-12-25,,Active,
SUB-22423,CUST-12423,Scale,Monthly,1655.46,68,2024-12-25,2025-07-13,Churned,Support / SLA Frustration
SUB-22424,CUST-12424,Scale,Annual,3501.79,71,2024-12-25,,Active,
SUB-22425,CUST-12425,Starter,Monthly,373.17,21,2024-12-26,,Active,
SUB-22426,CUST-12426,Enterprise Plus,Monthly,11382.41,364,2024-12-26,,Active,
SUB-22427,CUST-12427,Growth,Annual,584.14,7,2024-12-26,,Active,
SUB-22428,CUST-12428,Scale,Monthly,3620.66,89,2024-12-26,2025-06-05,Churned,Internal Restructuring
SUB-22429,CUST-12429,Starter,Annual,498.74,15,2024-12-26,2025-06-09,Churned,Price / Budget Cuts
SUB-22430,CUST-12430,Starter,Annual,475.31,5,2024-12-26,,Active,
SUB-22431,CUST-12431,Growth,Monthly,614.78,5,2024-12-26,,Active,
SUB-22432,CUST-12432,Starter,Monthly,746.49,11,2024-12-26,2025-04-02,Churned,Switched Tool
SUB-22433,CUST-12433,Growth,Annual,2855.57,73,2024-12-26,,Active,
SUB-22434,CUST-12434,Starter,Monthly,540.26,14,2024-12-26,,Active,
SUB-22435,CUST-12435,Scale,Monthly,2888.86,71,2024-12-27,,Active,
SUB-22436,CUST-12436,Scale,Monthly,2027.77,37,2024-12-27,2025-03-28,Churned,Low Adoption & License Waste
SUB-22437,CUST-12437,Scale,Annual,3593.96,26,2024-12-27,,Active,
SUB-22438,CUST-12438,Growth,Monthly,608.09,12,2024-12-27,2025-11-01,Churned,Switched Tool
SUB-22439,CUST-12439,Scale,Annual,1666.6,28,2024-12-27,,Active,
SUB-22440,CUST-12440,Growth,Monthly,545.16,18,2024-12-28,,Active,
SUB-22441,CUST-12441,Growth,Monthly,474.07,19,2024-12-28,,Active,
SUB-22442,CUST-12442,Growth,Annual,189.09,6,2024-12-28,,Active,
SUB-22443,CUST-12443,Starter,Monthly,507.86,24,2024-12-28,2025-09-07,Churned,Switched Tool
SUB-22444,CUST-12444,Growth,Monthly,2440.94,41,2024-12-28,2025-07-11,Churned,Support / SLA Frustration
SUB-22445,CUST-12445,Scale,Monthly,1260.49,63,2024-12-28,2025-06-05,Churned,Support / SLA Frustration
SUB-22446,CUST-12446,Growth,Annual,2699.75,88,2024-12-28,2025-10-23,Churned,Support / SLA Frustration
SUB-22447,CUST-12447,Scale,Annual,3536.75,47,2024-12-28,,Active,
SUB-22448,CUST-12448,Enterprise Plus,Annual,16631.58,418,2024-12-28,2025-04-09,Churned,Support / SLA Frustration
SUB-22449,CUST-12449,Scale,Annual,2837.64,80,2024-12-28,,Active,
SUB-22450,CUST-12450,Scale,Annual,932.63,44,2024-12-28,,Active,
SUB-22451,CUST-12451,Starter,Monthly,649.76,7,2024-12-29,,Active,
SUB-22452,CUST-12452,Growth,Annual,381.05,9,2024-12-29,,Active,
SUB-22453,CUST-12453,Scale,Monthly,1925.23,76,2024-12-29,2025-07-31,Churned,Support / SLA Frustration
SUB-22454,CUST-12454,Starter,Monthly,357.58,9,2024-12-29,,Active,
SUB-22455,CUST-12455,Enterprise Plus,Annual,8279.18,196,2024-12-29,,Active,
SUB-22456,CUST-12456,Growth,Annual,2427.64,45,2024-12-29,,Active,
SUB-22457,CUST-12457,Growth,Monthly,319.28,23,2024-12-30,,Active,
SUB-22458,CUST-12458,Growth,Annual,2008.64,43,2024-12-30,,Active,
SUB-22459,CUST-12459,Growth,Annual,3406.28,82,2024-12-30,,Active,
SUB-22460,CUST-12460,Starter,Monthly,439.89,10,2024-12-30,,Active,
SUB-22461,CUST-12461,Starter,Monthly,432.22,6,2024-12-30,2025-03-08,Churned,Low Adoption & License Waste
SUB-22462,CUST-12462,Starter,Monthly,351.26,12,2024-12-30,,Active,
SUB-22463,CUST-12463,Starter,Annual,284.84,6,2024-12-30,,Active,
SUB-22464,CUST-12464,Starter,Annual,563.18,12,2024-12-30,,Active,
SUB-22465,CUST-12465,Growth,Annual,1556.86,42,2024-12-30,,Active,
SUB-22466,CUST-12466,Scale,Monthly,944.26,71,2024-12-30,,Active,
