customer_id,license_utilization_rate,feature_adoption_score,weekly_active_days,api_calls_monthly,last_active_days_ago
CUST-11393,0.904,92,2,39212,1
CUST-11394,0.733,23,1,122474,8
CUST-11395,0.846,84,2,14789,11
CUST-11396,0.475,56,2,17420,2
CUST-11397,0.564,79,2,2444,4
CUST-11398,0.847,21,5,2634,2
CUST-11399,0.3,60,2,13201,5
CUST-11400,0.434,100,5,85416,1
CUST-11401,0.424,65,4,13814,2
CUST-11402,0.694,93,4,35323,2
CUST-11403,0.675,86,5,7279,4
CUST-11404,0.939,69,4,4180,5
CUST-11405,0.799,61,1,43371,4
CUST-11406,0.305,70,5,7168,2
CUST-11407,0.88,56,6,13419,2
CUST-11408,0.599,48,4,15822,1
CUST-11409,1.0,67,3,13658,1
CUST-11410,0.56,80,5,600,0
CUST-11411,0.359,60,3,19261,6
CUST-11412,0.463,52,3,28855,16
CUST-11413,0.78,63,4,98000,1
CUST-11414,0.672,32,4,20371,3
CUST-11415,0.573,74,4,52869,2
CUST-11416,0.444,61,2,35047,2
CUST-11417,0.859,66,5,46239,5
CUST-11418,0.494,86,1,987,7
CUST-11419,0.709,57,2,8874,1
CUST-11420,0.657,57,4,995,16
CUST-11421,0.517,58,4,59325,5
CUST-11422,0.888,72,5,52680,2
CUST-11423,0.769,49,1,29549,2
CUST-11424,0.635,73,4,4642,11
CUST-11425,0.824,80,3,9283,16
CUST-11426,0.676,51,4,11327,5
CUST-11427,0.581,85,1,5201,7
CUST-11428,0.825,65,2,32277,10
CUST-11429,0.999,55,5,13988,3
CUST-11430,0.356,49,3,3946,1
CUST-11431,0.604,25,4,44677,0
CUST-11432,0.642,54,6,65344,4
CUST-11433,0.647,38,4,15499,15
CUST-11434,0.413,58,4,23318,3
CUST-11435,0.236,77,6,27844,11
CUST-11436,0.632,75,6,4441,11
CUST-11437,0.882,77,3,4902,8
CUST-11438,0.622,47,3,104696,0
CUST-11439,0.55,100,3,2984,0
CUST-11440,0.785,49,4,81912,2
CUST-11441,0.764,30,2,1712,10
CUST-11442,0.49,41,4,20108,0
CUST-11443,0.753,59,4,36354,1
CUST-11444,1.0,83,6,36622,1
CUST-11445,0.391,98,5,11542,1
CUST-11446,0.773,64,3,2658,1
CUST-11447,0.636,67,2,11175,11
CUST-11448,0.684,88,4,26177,1
CUST-11449,0.916,84,3,5264,0
CUST-11450,0.746,77,3,48228,0
CUST-11451,0.687,99,6,13276,14
CUST-11452,1.0,88,4,40367,1
CUST-11453,0.748,79,5,86636,16
CUST-11454,0.66,38,4,16076,0
CUST-11455,0.855,94,2,38005,3
CUST-11456,0.735,57,4,66425,2
CUST-11457,0.882,72,5,82084,9
CUST-11458,0.846,62,2,1676,2
CUST-11459,0.804,78,6,19223,0
CUST-11460,0.44,63,4,53410,2
CUST-11461,0.696,69,7,3982,27
CUST-11462,0.746,13,2,6783,1
CUST-11463,0.817,43,3,65726,7
CUST-11464,0.476,84,2,4052,6
CUST-11465,0.796,46,5,11363,0
CUST-11466,0.851,77,3,32921,1
CUST-11467,0.688,98,3,59290,3
CUST-11468,0.705,79,4,49765,4
CUST-11469,0.468,74,7,20244,2
CUST-11470,0.557,50,6,44650,1
CUST-11471,0.644,24,6,21653,6
CUST-11472,0.791,63,2,28207,11
CUST-11473,0.963,74,4,23131,3
CUST-11474,0.637,59,6,41130,4
CUST-11475,0.694,81,5,22128,1
CUST-11476,0.479,58,4,40147,8
CUST-11477,0.692,84,2,17764,5
CUST-11478,0.967,17,4,19075,0
CUST-11479,0.379,61,6,13826,6
CUST-11480,0.593,47,6,105870,4
CUST-11481,0.735,61,3,1421,11
CUST-11482,0.711,62,5,2451,5
CUST-11483,0.341,71,5,39920,2
CUST-11484,0.317,98,6,9298,2
CUST-11485,0.505,86,3,5170,2
CUST-11486,1.0,48,4,3048,11
CUST-11487,0.748,60,3,52190,1
CUST-11488,0.624,100,3,14099,2
CUST-11489,0.866,51,2,10251,18
CUST-11490,0.199,100,4,27003,7
CUST-11491,0.7,62,1,5585,6
CUST-11492,0.973,52,3,16427,1
CUST-11493,0.405,63,3,20180,6
CUST-11494,0.702,12,5,2866,3
CUST-11495,1.0,71,2,35978,5
CUST-11496,0.552,55,4,14678,1
CUST-11497,0.59,56,6,28171,6
CUST-11498,0.876,72,3,108168,1
CUST-11499,0.992,74,2,8692,2
CUST-11500,0.249,75,2,4121,0
CUST-11501,0.534,68,4,32668,3
CUST-11502,0.364,38,5,6557,2
CUST-11503,0.562,74,4,1824,5
CUST-11504,0.535,64,6,26226,10
CUST-11505,1.0,87,2,34497,1
CUST-11506,0.674,74,6,18031,0
CUST-11507,0.881,49,3,18778,1
CUST-11508,0.307,75,6,1219,1
CUST-11509,0.817,69,6,3757,6
CUST-11510,0.728,100,2,11124,15
CUST-11511,0.396,57,2,14639,3
CUST-11512,1.0,67,1,27851,6
CUST-11513,0.96,59,4,41137,4
CUST-11514,0.578,52,5,73086,3
CUST-11515,0.966,70,4,7856,2
CUST-11516,0.565,48,4,3389,5
CUST-11517,0.968,85,4,49589,0
CUST-11518,0.809,57,6,64317,2
CUST-11519,0.948,90,3,47799,0
CUST-11520,0.458,76,6,39452,5
CUST-11521,0.668,59,5,5920,1
CUST-11522,0.775,72,5,33051,4
CUST-11523,0.717,89,5,2862,1
CUST-11524,0.811,62,4,64878,4
CUST-11525,0.808,93,4,20246,3
CUST-11526,0.556,71,5,15799,7
CUST-11527,1.0,91,4,925,1
CUST-11528,1.0,90,4,18838,3
CUST-11529,0.526,88,5,15916,3
CUST-11530,0.806,100,4,21852,0
CUST-11531,0.94,62,6,32240,3
CUST-11532,0.632,46,2,3803,7
CUST-11533,0.563,51,5,17589,3
CUST-11534,0.406,50,4,45290,3
CUST-11535,0.655,67,7,2731,10
CUST-11536,0.857,48,7,16428,7
CUST-11537,0.761,73,5,44574,3
CUST-11538,1.0,22,5,44718,14
CUST-11539,0.503,16,5,44936,8
CUST-11540,0.782,85,3,35048,5
CUST-11541,0.758,68,4,4453,0
CUST-11542,0.688,44,5,23505,20
CUST-11543,0.379,36,2,11223,0
CUST-11544,1.0,65,5,17705,12
CUST-11545,0.979,53,5,29185,3
CUST-11546,0.891,72,5,50816,0
CUST-11547,0.739,60,5,29892,3
CUST-11548,0.548,78,3,20377,2
CUST-11549,0.526,57,6,27532,17
CUST-11550,0.39,79,3,5953,5
CUST-11551,0.385,26,6,9216,3
CUST-11552,0.488,53,6,26630,2
CUST-11553,0.334,59,4,27829,3
CUST-11554,0.416,73,6,36927,1
CUST-11555,0.618,88,3,18346,9
CUST-11556,0.812,97,5,21556,3
CUST-11557,0.7,52,5,43345,9
CUST-11558,1.0,68,4,59600,3
CUST-11559,1.0,71,5,14388,0
CUST-11560,0.86,59,1,17304,2
CUST-11561,0.332,20,4,60544,4
CUST-11562,0.811,86,5,2782,3
CUST-11563,0.629,72,1,9418,7
CUST-11564,0.734,74,6,55349,1
CUST-11565,0.33,100,4,27269,3
CUST-11566,0.877,95,2,9870,2
CUST-11567,0.815,79,5,7781,0
CUST-11568,0.594,96,3,822,3
CUST-11569,0.641,93,2,94445,1
CUST-11570,0.534,44,7,11347,0
CUST-11571,0.629,84,5,7613,0
CUST-11572,0.38,70,6,6698,9
CUST-11573,0.572,46,5,19185,5
CUST-11574,0.609,61,7,16140,0
CUST-11575,0.768,72,5,24768,6
CUST-11576,0.744,67,5,14155,12
CUST-11577,0.566,77,7,69892,14
CUST-11578,0.822,72,3,26271,1
CUST-11579,0.683,25,6,20912,16
CUST-11580,0.583,67,1,38142,3
CUST-11581,0.881,75,4,11746,27
CUST-11582,0.788,48,3,3183,2
CUST-11583,0.729,62,4,16961,5
CUST-11584,0.551,64,6,18132,7
CUST-11585,1.0,80,2,4902,2
CUST-11586,0.804,68,4,13588,4
CUST-11587,0.514,62,4,31253,20
CUST-11588,0.255,75,4,61989,11
CUST-11589,0.823,100,5,30625,6
CUST-11590,0.808,50,1,41210,3
CUST-11591,0.782,58,4,13325,1
CUST-11592,0.493,50,4,18984,5
CUST-11593,0.566,89,4,1460,5
CUST-11594,1.0,65,3,38997,5
CUST-11595,0.534,89,3,34831,2
CUST-11596,1.0,65,6,7727,2
CUST-11597,0.377,76,4,45344,4
CUST-11598,0.556,69,2,24188,11
CUST-11599,0.956,70,3,21264,1
CUST-11600,0.866,100,3,15157,37
CUST-11601,0.759,90,6,10063,0
CUST-11602,0.584,49,6,89018,2
CUST-11603,0.714,69,4,31515,3
CUST-11604,0.575,49,4,34508,1
CUST-11605,1.0,63,4,10508,5
CUST-11606,0.503,86,4,6637,7
CUST-11607,0.747,89,5,62387,7
CUST-11608,0.956,56,5,11417,15
CUST-11609,1.0,100,4,13919,9
CUST-11610,0.935,57,5,16698,7
CUST-11611,0.567,45,4,16703,20
CUST-11612,0.521,88,6,14408,0
CUST-11613,0.337,57,5,15813,7
CUST-11614,1.0,38,5,9037,4
CUST-11615,0.569,42,5,9370,0
CUST-11616,1.0,70,5,16889,1
CUST-11617,0.533,38,3,1799,8
CUST-11618,0.752,65,5,10386,1
CUST-11619,0.832,24,3,58355,0
CUST-11620,0.862,97,4,25325,19
CUST-11621,1.0,55,0,6074,0
CUST-11622,0.969,66,6,17261,5
CUST-11623,0.491,54,4,74113,10
CUST-11624,0.738,66,3,35676,2
CUST-11625,0.303,50,1,16296,0
CUST-11626,0.533,62,3,5512,19
CUST-11627,0.922,77,7,6629,0
CUST-11628,0.96,75,2,9062,4
CUST-11629,0.822,54,4,24301,7
CUST-11630,0.576,53,5,32712,2
CUST-11631,0.166,73,3,28010,1
CUST-11632,0.717,63,5,5424,4
CUST-11633,0.736,47,5,35312,12
CUST-11634,0.571,83,3,8246,1
CUST-11635,0.986,64,5,50697,1
CUST-11636,0.614,73,4,53172,10
CUST-11637,0.527,100,3,25336,0
CUST-11638,0.482,46,2,7742,2
CUST-11639,0.53,62,0,5264,9
CUST-11640,0.61,79,5,65006,0
CUST-11641,0.561,77,6,30645,1
CUST-11642,0.455,91,3,28049,8
CUST-11643,0.535,54,4,1468,1
CUST-11644,0.544,36,4,31576,2
CUST-11645,0.622,49,4,13912,11
CUST-11646,0.538,73,5,15585,7
CUST-11647,0.893,71,2,24553,15
CUST-11648,0.661,55,3,12566,0
CUST-11649,0.752,68,2,10109,1
CUST-11650,1.0,51,4,8529,2
CUST-11651,0.471,81,2,28727,11
CUST-11652,0.683,86,7,28046,2
CUST-11653,0.805,71,7,1401,11
CUST-11654,0.589,93,4,20535,4
CUST-11655,1.0,76,5,13802,6
CUST-11656,0.913,62,4,1515,11
CUST-11657,0.718,79,5,23236,0
CUST-11658,0.186,87,7,23156,2
CUST-11659,0.742,52,4,634,3
CUST-11660,0.851,78,6,3864,19
CUST-11661,0.732,71,5,2012,3
CUST-11662,0.799,45,4,6255,1
CUST-11663,0.397,48,6,30442,6
CUST-11664,0.659,59,5,13325,4
CUST-11665,0.728,83,5,64709,4
CUST-11666,0.832,54,4,25235,7
CUST-11667,0.478,51,5,100452,1
CUST-11668,0.761,54,4,23126,4
CUST-11669,0.889,69,4,11586,16
CUST-11670,0.571,49,0,13283,2
CUST-11671,0.862,73,3,15390,5
CUST-11672,1.0,95,5,8501,4
CUST-11673,1.0,78,2,14637,0
CUST-11674,0.5,86,4,142767,3
CUST-11675,0.79,50,2,3449,3
CUST-11676,1.0,40,7,1508,4
CUST-11677,0.766,81,4,54710,6
CUST-11678,0.847,92,5,764,2
CUST-11679,0.491,26,4,30103,4
CUST-11680,0.675,75,5,7812,8
CUST-11681,0.813,48,4,591,8
CUST-11682,0.222,67,3,4057,3
CUST-11683,0.771,94,4,22524,13
CUST-11684,0.802,40,6,112464,3
CUST-11685,0.893,88,3,5363,0
CUST-11686,0.352,60,4,11211,7
CUST-11687,0.693,51,2,7464,5
CUST-11688,0.864,49,3,1147,0
CUST-11689,1.0,92,4,23336,3
CUST-11690,0.657,72,5,9121,36
CUST-11691,0.268,55,4,5342,4
CUST-11692,0.772,68,7,6511,0
CUST-11693,0.92,88,4,22630,3
CUST-11694,0.482,100,5,19537,3
CUST-11695,0.56,36,5,14463,5
CUST-11696,0.862,51,6,47471,4
CUST-11697,0.714,80,3,14061,5
CUST-11698,0.761,51,2,98195,3
CUST-11699,0.45,89,6,3253,8
CUST-11700,0.929,55,1,11512,7
CUST-11701,0.907,100,5,4808,9
CUST-11702,0.924,37,3,26664,1
CUST-11703,0.539,74,5,51559,3
CUST-11704,0.717,58,3,29072,7
CUST-11705,0.264,100,3,9345,3
CUST-11706,0.911,82,6,7961,10
CUST-11707,0.498,94,5,16711,1
CUST-11708,0.271,44,2,36091,0
CUST-11709,0.559,70,4,51327,0
CUST-11710,0.773,43,4,58139,0
CUST-11711,1.0,64,5,49920,6
CUST-11712,0.763,84,5,4907,6
CUST-11713,0.845,44,3,69095,0
CUST-11714,1.0,64,4,30633,18
CUST-11715,0.267,14,4,13724,2
CUST-11716,0.919,71,3,28279,0
CUST-11717,0.583,43,6,11573,3
CUST-11718,0.918,59,4,22299,0
CUST-11719,0.844,80,7,1792,1
CUST-11720,0.588,58,5,36489,3
CUST-11721,0.746,34,2,23485,2
CUST-11722,0.813,40,4,1062,1
CUST-11723,0.694,23,4,1108,1
CUST-11724,0.441,82,2,103899,21
CUST-11725,0.748,93,6,14372,19
CUST-11726,0.37,59,4,21728,1
CUST-11727,0.634,44,6,54981,4
CUST-11728,0.911,100,4,37021,3
CUST-11729,0.614,41,3,7177,14
CUST-11730,0.913,41,4,30269,1
CUST-11731,0.659,66,4,10631,0
CUST-11732,0.475,85,6,57580,0
CUST-11733,1.0,76,3,43667,1
CUST-11734,0.744,64,4,39371,3
CUST-11735,0.958,71,3,4583,15
CUST-11736,0.527,64,5,10181,11
CUST-11737,0.617,65,2,53146,0
CUST-11738,0.823,62,7,46649,4
CUST-11739,0.855,76,6,29431,0
CUST-11740,0.811,37,6,127366,0
CUST-11741,0.445,42,0,8324,5
CUST-11742,0.586,84,4,35332,18
CUST-11743,0.563,36,4,82751,1
CUST-11744,0.888,82,7,21743,1
CUST-11745,0.556,72,4,14463,3
CUST-11746,0.479,79,4,54299,6
CUST-11747,0.912,83,4,14982,4
CUST-11748,0.556,55,4,8491,8
CUST-11749,0.495,90,2,5952,1
CUST-11750,0.591,91,3,11594,0
CUST-11751,0.634,72,4,5203,0
CUST-11752,0.667,88,4,1559,3
CUST-11753,0.447,78,4,10380,8
CUST-11754,0.658,46,4,13999,23
CUST-11755,0.362,71,5,5355,4
CUST-11756,0.578,66,3,81335,1
CUST-11757,0.655,100,4,10411,4
CUST-11758,0.864,100,6,17910,6
CUST-11759,0.603,74,4,11768,3
CUST-11760,0.873,62,4,35430,0
CUST-11761,0.76,92,5,5755,0
CUST-11762,0.744,51,4,1332,5
CUST-11763,0.851,62,5,9908,1
CUST-11764,0.346,68,5,13302,7
CUST-11765,0.993,73,3,23589,5
CUST-11766,0.737,55,0,10209,0
CUST-11767,0.385,30,2,14239,5
CUST-11768,0.467,49,7,21444,12
CUST-11769,0.686,28,6,11698,19
CUST-11770,1.0,61,4,1636,0
CUST-11771,0.624,89,5,4284,5
CUST-11772,0.619,46,6,2576,0
CUST-11773,0.354,99,6,10883,0
CUST-11774,0.543,76,6,41274,3
CUST-11775,0.961,91,4,37901,4
CUST-11776,0.933,92,7,40562,5
CUST-11777,0.82,100,3,1403,0
CUST-11778,0.656,47,5,90447,0
CUST-11779,0.896,49,6,1089,10
CUST-11780,0.6,57,6,24993,1
CUST-11781,0.562,65,6,10261,5
CUST-11782,0.989,100,6,2780,2
CUST-11783,0.936,72,5,10456,11
CUST-11784,0.581,38,5,33075,3
CUST-11785,0.614,79,5,32270,5
CUST-11786,0.344,56,4,7185,3
CUST-11787,0.485,86,3,96121,17
CUST-11788,0.744,69,5,7921,13
CUST-11789,0.159,76,2,40667,5
CUST-11790,0.742,53,3,33885,12
CUST-11791,0.827,67,4,1137,3
CUST-11792,0.867,74,6,559,2
CUST-11793,0.946,73,5,16274,0
CUST-11794,0.775,36,5,9208,1
CUST-11795,0.489,67,2,22411,14
CUST-11796,1.0,74,5,26652,1
CUST-11797,0.512,46,5,23009,6
CUST-11798,0.825,73,3,6867,2
CUST-11799,0.675,68,6,26664,2
CUST-11800,0.968,75,5,6498,15
CUST-11801,0.659,68,3,105782,5
CUST-11802,1.0,79,4,7727,1
CUST-11803,0.678,86,3,6448,1
CUST-11804,0.54,90,4,114652,5
CUST-11805,0.638,53,2,26649,7
CUST-11806,0.783,86,7,27957,1
CUST-11807,0.582,38,4,57846,2
CUST-11808,0.594,91,3,36570,1
CUST-11809,0.855,47,4,19264,10
CUST-11810,0.96,67,3,10349,4
CUST-11811,0.738,78,2,25685,1
CUST-11812,0.994,72,2,30701,0
CUST-11813,0.552,66,5,24901,11
CUST-11814,0.898,62,7,29898,5
CUST-11815,0.822,69,3,26600,6
CUST-11816,0.734,100,4,18754,9
CUST-11817,0.905,77,6,3877,2
CUST-11818,0.993,74,3,7997,5
CUST-11819,0.721,82,5,86274,13
CUST-11820,1.0,63,6,70792,30
CUST-11821,0.69,70,4,15083,5
CUST-11822,0.809,68,4,26649,9
CUST-11823,0.828,92,4,3454,3
CUST-11824,1.0,64,4,10397,8
CUST-11825,0.833,91,4,13331,8
CUST-11826,0.862,68,2,88152,8
CUST-11827,0.388,53,6,19484,2
CUST-11828,0.754,34,3,39719,4
CUST-11829,0.524,89,3,9327,2
CUST-11830,0.617,50,4,5765,1
CUST-11831,0.7,54,3,5926,24
CUST-11832,1.0,78,5,30941,6
CUST-11833,0.923,79,4,5636,1
CUST-11834,0.894,65,2,15371,5
CUST-11835,0.24,54,6,25367,1
CUST-11836,1.0,100,3,47047,0
CUST-11837,0.697,60,4,11369,6
CUST-11838,0.843,64,6,12227,0
CUST-11839,0.989,85,6,19382,3
CUST-11840,1.0,73,6,59027,5
CUST-11841,0.981,68,4,24204,0
CUST-11842,1.0,49,5,46531,0
CUST-11843,0.771,97,7,9551,1
CUST-11844,0.586,58,3,8176,1
CUST-11845,0.776,52,5,1108,2
CUST-11846,0.515,35,7,18787,5
CUST-11847,0.636,100,6,2067,5
CUST-11848,0.485,90,4,27789,12
CUST-11849,0.836,58,6,31050,0
CUST-11850,0.858,66,1,12438,5
CUST-11851,0.929,47,7,18209,29
CUST-11852,0.606,47,4,78232,4
CUST-11853,0.914,100,3,50297,5
CUST-11854,0.495,71,7,15492,12
CUST-11855,0.625,100,1,6430,4
CUST-11856,0.546,53,4,4012,0
CUST-11857,0.439,66,5,13426,1
CUST-11858,1.0,74,1,30634,17
CUST-11859,0.392,56,7,17388,5
CUST-11860,0.892,86,6,17486,7
CUST-11861,0.559,76,4,69297,1
CUST-11862,0.439,28,4,37774,11
CUST-11863,0.506,68,6,6271,4
CUST-11864,0.651,91,1,777,5
CUST-11865,0.679,79,7,19788,11
CUST-11866,0.815,30,2,65196,8
CUST-11867,0.843,68,4,3822,4
CUST-11868,0.65,43,3,68555,2
CUST-11869,0.963,70,3,11760,1
CUST-11870,0.74,79,4,2149,0
CUST-11871,0.843,37,5,29591,2
CUST-11872,0.811,30,5,11214,8
CUST-11873,0.919,71,5,30893,12
CUST-11874,0.606,87,6,7503,1
CUST-11875,0.666,95,6,687,3
CUST-11876,0.311,66,2,10274,7
CUST-11877,0.735,72,6,2444,6
CUST-11878,0.702,87,4,25785,9
CUST-11879,0.699,43,5,8854,6
CUST-11880,0.201,47,4,30660,1
CUST-11881,0.922,10,4,27222,3
CUST-11882,0.284,67,1,20569,3
CUST-11883,0.579,60,4,4199,3
CUST-11884,0.932,80,5,29511,7
CUST-11885,0.432,63,5,7482,4
CUST-11886,0.66,58,4,14847,1
CUST-11887,0.925,51,3,44686,25
CUST-11888,0.519,69,5,67424,5
CUST-11889,0.777,100,4,825,6
CUST-11890,0.925,87,7,25960,0
CUST-11891,0.823,73,5,33029,2
CUST-11892,0.701,84,4,62448,6
CUST-11893,0.727,100,1,2915,1
CUST-11894,0.819,68,4,13420,17
CUST-11895,0.18,51,4,8507,3
CUST-11896,0.719,79,3,52955,4
CUST-11897,0.758,65,5,29227,3
CUST-11898,0.604,54,4,26698,1
CUST-11899,0.54,10,3,19558,1
CUST-11900,0.218,78,5,4505,13
CUST-11901,0.341,71,5,9529,5
CUST-11902,0.346,98,3,6627,6
CUST-11903,0.584,62,5,3749,0
CUST-11904,0.387,57,2,27777,6
CUST-11905,0.53,73,5,5006,8
CUST-11906,0.752,42,2,9656,2
CUST-11907,0.681,53,6,17545,8
CUST-11908,0.828,56,1,30766,0
CUST-11909,0.503,65,4,33188,0
CUST-11910,0.4,84,3,3558,1
CUST-11911,1.0,56,3,16294,18
CUST-11912,0.917,77,4,7297,15
CUST-11913,0.782,91,5,55826,8
CUST-11914,0.446,100,5,11909,4
CUST-11915,0.838,62,4,7611,1
CUST-11916,0.625,83,6,8017,0
CUST-11917,0.738,69,4,5371,10
CUST-11918,0.816,77,3,30077,2
CUST-11919,0.322,34,6,634,8
CUST-11920,0.32,52,3,30172,0
CUST-11921,1.0,68,4,101230,1
CUST-11922,0.494,78,3,53672,2
CUST-11923,0.65,83,3,6061,1
CUST-11924,0.74,86,4,8052,6
CUST-11925,0.218,53,4,60890,3
CUST-11926,0.566,48,4,21136,17
CUST-11927,0.915,94,6,7644,6
CUST-11928,0.872,63,3,2206,2
CUST-11929,0.55,71,4,65271,6
CUST-11930,0.635,53,1,177630,2
CUST-11931,0.87,69,4,10390,6
CUST-11932,0.712,48,5,48513,21
CUST-11933,0.21,84,5,19319,0
CUST-11934,0.502,76,5,27250,2
CUST-11935,0.479,100,5,8428,21
CUST-11936,0.825,61,4,42228,3
CUST-11937,0.777,71,4,10390,0
CUST-11938,0.968,70,4,6543,3
CUST-11939,0.74,99,6,10683,7
CUST-11940,1.0,100,6,5064,12
CUST-11941,1.0,83,3,5353,6
CUST-11942,0.569,74,4,3442,11
CUST-11943,0.802,32,4,44080,8
CUST-11944,0.879,73,3,53234,2
CUST-11945,0.81,76,4,36164,2
CUST-11946,0.823,100,5,20976,1
CUST-11947,0.834,61,5,1008,24
CUST-11948,0.774,87,7,31288,9
CUST-11949,0.524,100,5,42182,7
CUST-11950,0.903,97,3,3871,12
CUST-11951,0.614,100,1,67646,1
CUST-11952,0.661,99,5,28981,0
CUST-11953,0.615,91,4,2232,3
CUST-11954,0.782,74,3,18177,8
CUST-11955,0.926,74,2,32357,11
CUST-11956,0.628,53,7,33236,1
CUST-11957,0.784,72,4,14690,4
CUST-11958,0.302,95,4,590,2
CUST-11959,0.606,41,4,38740,4
CUST-11960,0.782,61,5,31698,9
CUST-11961,0.944,73,3,42740,0
CUST-11962,0.473,44,5,27208,9
CUST-11963,0.81,89,4,7171,7
CUST-11964,0.687,31,4,5435,29
CUST-11965,0.969,69,5,2911,7
CUST-11966,0.659,91,5,20190,1
CUST-11967,0.564,56,4,25409,2
CUST-11968,0.679,69,3,1923,5
CUST-11969,0.639,63,6,19067,1
CUST-11970,0.527,94,4,2185,9
CUST-11971,0.47,63,5,17114,4
CUST-11972,0.436,94,2,4866,1
CUST-11973,0.702,64,3,29807,6
CUST-11974,0.794,63,4,25375,11
CUST-11975,0.877,98,3,28047,8
CUST-11976,0.566,72,4,6821,3
CUST-11977,0.669,54,4,5497,2
CUST-11978,0.933,65,7,14376,12
CUST-11979,0.749,54,4,16728,10
CUST-11980,0.798,73,4,17613,0
CUST-11981,0.69,81,4,64066,5
CUST-11982,0.743,68,5,62601,2
CUST-11983,0.73,67,4,49898,10
CUST-11984,0.457,74,7,59575,12
CUST-11985,0.484,57,7,33725,2
CUST-11986,0.65,69,4,19434,1
CUST-11987,0.794,59,1,34867,0
CUST-11988,0.947,25,7,26110,2
CUST-11989,0.836,52,3,1534,1
CUST-11990,0.304,50,3,10277,6
CUST-11991,0.88,73,1,26837,4
CUST-11992,0.308,47,5,30286,2
CUST-11993,0.886,51,7,40299,5
CUST-11994,0.782,81,5,2913,3
CUST-11995,0.952,66,3,32007,3
CUST-11996,0.837,79,6,15349,4
CUST-11997,0.836,48,3,19132,1
CUST-11998,0.735,100,5,1975,0
CUST-11999,0.588,77,1,36480,15
CUST-12000,0.502,63,3,39055,6
CUST-12001,0.495,78,3,49502,12
CUST-12002,0.554,59,4,14523,12
CUST-12003,0.508,83,2,39304,1
CUST-12004,0.892,43,4,29966,0
CUST-12005,0.772,36,3,18978,18
CUST-12006,0.718,64,5,21412,15
CUST-12007,0.829,60,3,9666,0
CUST-12008,0.467,59,3,30973,2
CUST-12009,1.0,62,4,6729,5
CUST-12010,0.524,43,3,12429,8
CUST-12011,0.5,20,3,30257,5
CUST-12012,0.65,57,4,14299,0
CUST-12013,0.791,67,4,3275,3
CUST-12014,0.775,67,4,6117,7
CUST-12015,0.462,100,2,10827,4
CUST-12016,0.203,56,0,41499,4
CUST-12017,0.861,64,4,3473,2
CUST-12018,0.611,43,5,21477,4
CUST-12019,0.632,59,5,49125,3
CUST-12020,0.752,62,7,56515,13
CUST-12021,0.511,64,5,35117,1
CUST-12022,0.595,88,6,41463,18
CUST-12023,0.68,47,3,60812,4
CUST-12024,0.771,78,5,42332,0
CUST-12025,0.886,68,3,31612,7
CUST-12026,0.965,52,5,12693,5
CUST-12027,0.94,67,4,14834,4
CUST-12028,0.47,96,3,726,10
CUST-12029,0.414,98,2,10315,5
CUST-12030,0.383,72,3,16900,7
CUST-12031,0.76,100,5,8476,0
CUST-12032,0.91,20,5,30078,3
CUST-12033,0.806,58,1,8484,5
CUST-12034,0.717,94,5,42425,3
CUST-12035,0.646,43,5,19564,6
CUST-12036,0.648,64,3,69786,5
CUST-12037,0.557,100,1,643,13
CUST-12038,0.163,100,4,10790,16
CUST-12039,0.724,100,5,6464,0
CUST-12040,0.668,52,7,24133,1
CUST-12041,0.727,96,6,7277,2
CUST-12042,1.0,35,5,11117,7
CUST-12043,0.575,52,5,33426,6
CUST-12044,0.804,74,6,8544,2
CUST-12045,0.398,14,5,23446,8
CUST-12046,0.784,69,4,13733,7
CUST-12047,1.0,90,6,32483,12
CUST-12048,0.778,38,1,110966,9
CUST-12049,0.872,45,2,32169,0
CUST-12050,0.243,58,5,10590,12
CUST-12051,0.8,70,5,4836,8
CUST-12052,0.766,28,4,12461,6
CUST-12053,0.564,70,3,37455,0
CUST-12054,0.577,75,3,20573,2
CUST-12055,1.0,66,4,50504,5
CUST-12056,0.758,88,4,49097,3
CUST-12057,0.472,59,2,111891,49
CUST-12058,0.836,74,3,18714,0
CUST-12059,0.649,80,3,6490,0
CUST-12060,0.854,57,7,514,3
CUST-12061,1.0,50,2,23325,12
CUST-12062,0.821,54,4,6676,14
CUST-12063,0.624,74,2,5001,3
CUST-12064,0.587,66,5,8638,5
CUST-12065,0.83,93,3,29980,0
CUST-12066,0.626,75,5,5560,0
CUST-12067,0.532,87,3,5364,2
CUST-12068,0.5,40,3,36133,6
CUST-12069,1.0,48,1,30903,4
CUST-12070,0.593,70,1,10650,4
CUST-12071,0.706,47,2,13354,2
CUST-12072,0.812,55,6,54079,8
CUST-12073,0.62,98,3,4716,6
CUST-12074,1.0,47,5,26214,1
CUST-12075,1.0,48,7,14467,3
CUST-12076,0.453,46,5,1260,0
CUST-12077,1.0,91,4,1624,4
CUST-12078,0.786,63,4,18200,0
CUST-12079,0.537,68,3,33712,1
CUST-12080,0.8,100,6,5829,3
CUST-12081,0.437,31,7,13166,8
CUST-12082,0.974,95,1,38225,0
CUST-12083,0.887,100,7,103061,28
CUST-12084,0.672,96,1,44776,8
CUST-12085,0.811,57,5,13213,4
CUST-12086,0.63,49,5,6230,2
CUST-12087,1.0,70,2,43441,0
CUST-12088,0.65,61,5,35460,4
CUST-12089,0.769,73,3,3291,2
CUST-12090,0.476,40,6,5210,11
