customer_id,total_tickets,avg_resolution_time_hrs,escalated_tickets_count,csat_score
CUST-11466,5,22.5,0,4.6
CUST-11467,4,13.5,0,4.9
CUST-11468,3,13.9,0,4.7
CUST-11469,3,73.0,1,3.2
CUST-11470,4,94.6,1,2.7
CUST-11471,3,110.8,0,2.1
CUST-11472,3,23.0,0,5.0
CUST-11473,2,19.7,0,4.0
CUST-11474,3,5.3,0,5.0
CUST-11475,7,6.2,0,4.5
CUST-11476,6,13.9,0,4.6
CUST-11477,2,23.1,0,3.9
CUST-11478,2,71.7,2,1.5
CUST-11479,3,22.8,0,4.4
CUST-11480,7,9.8,0,4.8
CUST-11481,5,22.8,0,4.0
CUST-11482,4,19.1,0,4.1
CUST-11483,2,97.5,2,3.0
CUST-11484,4,22.8,0,4.8
CUST-11485,5,12.3,0,4.1
CUST-11486,1,21.3,0,4.0
CUST-11487,7,3.4,0,4.8
CUST-11488,2,17.0,0,4.1
CUST-11489,5,2.5,0,4.4
CUST-11490,5,6.0,0,3.9
CUST-11491,9,23.9,0,4.2
CUST-11492,1,18.5,0,4.9
CUST-11493,4,21.5,0,4.6
CUST-11494,1,3.9,0,4.8
CUST-11495,4,15.6,0,4.3
CUST-11496,2,60.0,1,2.5
CUST-11497,3,15.2,0,4.7
CUST-11498,4,5.4,0,3.9
CUST-11499,1,12.2,0,3.9
CUST-11500,3,12.1,0,4.8
CUST-11501,7,63.7,2,1.6
CUST-11502,5,7.1,0,4.9
CUST-11503,5,7.1,0,4.8
CUST-11504,2,23.0,0,4.6
CUST-11505,2,19.8,0,4.5
CUST-11506,2,5.4,0,4.5
CUST-11507,5,18.7,0,4.5
CUST-11508,9,107.2,3,1.3
CUST-11509,3,23.0,0,4.4
CUST-11510,0,4.0,0,4.6
CUST-11511,6,3.7,0,4.5
CUST-11512,3,14.8,0,4.0
CUST-11513,4,3.4,0,4.5
CUST-11514,3,6.0,0,4.1
CUST-11515,4,7.9,0,4.0
CUST-11516,5,119.1,1,1.9
CUST-11517,3,21.3,0,3.9
CUST-11518,5,21.5,0,4.7
CUST-11519,2,21.0,0,4.6
CUST-11520,6,7.4,0,4.7
CUST-11521,2,7.9,0,4.3
CUST-11522,4,69.3,2,2.9
CUST-11523,5,14.5,0,4.5
CUST-11524,2,17.0,0,4.9
CUST-11525,2,76.1,0,3.0
CUST-11526,4,68.3,1,2.5
CUST-11527,5,11.8,0,4.5
CUST-11528,3,12.8,0,4.3
CUST-11529,7,2.5,0,4.4
CUST-11530,4,12.1,0,3.9
CUST-11531,4,5.2,0,3.9
CUST-11532,3,12.4,0,4.4
CUST-11533,2,22.3,0,4.1
CUST-11534,5,6.1,0,4.2
CUST-11535,7,3.1,0,4.6
CUST-11536,6,18.8,0,4.7
CUST-11537,3,15.0,0,3.9
CUST-11538,5,3.3,0,4.4
CUST-11539,4,9.4,0,4.8
CUST-11540,3,116.0,1,2.5
CUST-11541,3,70.9,1,3.0
CUST-11542,5,18.7,0,4.5
CUST-11543,2,6.3,0,4.3
CUST-11544,7,23.9,0,4.5
CUST-11545,3,10.0,0,4.2
CUST-11546,4,12.8,0,4.1
CUST-11547,4,15.3,0,3.9
CUST-11548,1,23.6,0,4.1
CUST-11549,6,9.7,0,4.8
CUST-11550,6,2.5,0,3.9
CUST-11551,7,10.5,0,3.8
CUST-11552,6,15.2,0,4.9
CUST-11553,3,119.2,2,2.1
CUST-11554,2,13.6,0,4.3
CUST-11555,5,15.5,0,4.8
CUST-11556,5,17.3,0,4.8
CUST-11557,6,23.8,0,4.6
CUST-11558,1,107.1,1,1.6
CUST-11559,0,4.0,0,4.4
CUST-11560,4,5.0,0,4.0
CUST-11561,3,3.5,0,4.0
CUST-11562,5,5.5,0,4.0
CUST-11563,2,12.6,0,4.6
CUST-11564,5,52.4,2,1.6
CUST-11565,2,22.9,0,4.5
CUST-11566,3,12.4,0,4.6
CUST-11567,4,23.2,0,4.8
CUST-11568,6,4.8,0,4.7
CUST-11569,2,4.6,0,4.9
CUST-11570,8,15.1,0,4.6
CUST-11571,2,11.3,0,4.2
CUST-11572,5,22.1,0,4.9
CUST-11573,2,86.3,1,1.9
CUST-11574,3,61.2,2,2.3
CUST-11575,1,79.8,1,2.5
CUST-11576,6,13.5,0,3.9
CUST-11577,4,112.4,0,3.1
CUST-11578,2,13.7,0,3.8
CUST-11579,8,14.3,0,4.9
CUST-11580,1,16.2,0,4.6
CUST-11581,3,23.4,0,4.1
CUST-11582,1,12.9,0,4.9
CUST-11583,3,119.1,2,2.7
CUST-11584,3,23.9,0,4.6
CUST-11585,4,10.2,0,4.9
CUST-11586,4,22.4,0,4.9
CUST-11587,4,9.6,0,4.5
CUST-11588,4,21.8,0,3.8
CUST-11589,0,4.0,0,4.7
CUST-11590,3,10.5,0,4.9
CUST-11591,6,91.1,1,1.8
CUST-11592,3,13.7,0,4.1
CUST-11593,1,16.8,0,4.3
CUST-11594,5,18.6,0,3.8
CUST-11595,4,6.7,0,4.9
CUST-11596,8,18.8,0,4.5
CUST-11597,3,13.0,0,4.2
CUST-11598,3,9.3,0,4.4
CUST-11599,5,19.5,0,4.8
CUST-11600,5,83.1,3,1.7
CUST-11601,4,22.2,0,4.3
CUST-11602,2,8.1,0,4.7
CUST-11603,7,8.3,0,4.7
CUST-11604,3,48.7,3,1.6
CUST-11605,6,116.3,2,1.6
CUST-11606,2,108.9,0,1.9
CUST-11607,10,66.5,2,2.9
CUST-11608,1,22.4,0,4.0
CUST-11609,4,10.2,0,4.0
CUST-11610,4,13.5,0,4.1
CUST-11611,7,13.5,0,4.7
CUST-11612,2,19.5,0,4.0
CUST-11613,2,3.2,0,4.8
CUST-11614,9,9.0,0,4.7
CUST-11615,1,19.8,0,4.0
CUST-11616,7,22.3,0,4.6
CUST-11617,2,106.1,0,1.7
CUST-11618,5,21.5,0,4.5
CUST-11619,2,12.3,0,4.9
CUST-11620,7,5.5,0,4.5
CUST-11621,5,63.1,2,2.2
CUST-11622,1,6.5,0,4.5
CUST-11623,4,111.9,1,1.9
CUST-11624,6,13.9,0,4.1
CUST-11625,7,18.7,0,4.5
CUST-11626,5,4.5,0,4.2
CUST-11627,1,19.0,0,4.0
CUST-11628,3,22.3,0,4.1
CUST-11629,3,21.5,0,4.7
CUST-11630,6,118.5,1,1.9
CUST-11631,3,61.6,0,1.9
CUST-11632,4,17.1,0,4.6
CUST-11633,2,6.2,0,4.4
CUST-11634,0,4.0,0,4.3
CUST-11635,1,3.1,0,4.5
CUST-11636,4,21.6,0,4.3
CUST-11637,5,5.7,0,5.0
CUST-11638,3,21.0,0,4.3
CUST-11639,6,3.4,0,4.6
CUST-11640,7,22.2,0,3.9
CUST-11641,6,17.5,0,4.7
CUST-11642,3,22.4,0,3.8
CUST-11643,3,21.9,0,4.3
CUST-11644,6,16.9,0,4.9
CUST-11645,3,3.3,0,3.9
CUST-11646,3,20.3,0,4.7
CUST-11647,7,117.8,4,2.6
CUST-11648,4,79.6,2,3.0
CUST-11649,4,13.6,0,4.2
CUST-11650,2,10.6,0,4.9
CUST-11651,3,90.4,2,1.4
CUST-11652,5,8.6,0,4.7
CUST-11653,4,6.9,0,4.8
CUST-11654,1,8.3,0,4.2
CUST-11655,2,19.7,0,4.3
CUST-11656,5,20.7,0,4.0
CUST-11657,4,20.9,0,3.8
CUST-11658,3,86.3,1,2.7
CUST-11659,2,8.6,0,4.8
CUST-11660,2,21.8,0,4.2
CUST-11661,6,14.6,0,4.9
CUST-11662,6,20.5,0,4.9
CUST-11663,3,2.9,0,4.1
CUST-11664,6,81.0,2,2.0
CUST-11665,5,105.1,2,3.2
CUST-11666,8,8.0,0,4.4
CUST-11667,7,10.1,0,4.7
CUST-11668,5,16.3,0,4.5
CUST-11669,1,116.8,0,1.8
CUST-11670,3,5.3,0,4.2
CUST-11671,6,85.3,2,3.0
CUST-11672,3,16.3,0,4.7
CUST-11673,1,21.4,0,4.4
CUST-11674,4,13.3,0,4.1
CUST-11675,4,18.9,0,4.9
CUST-11676,2,20.3,0,5.0
CUST-11677,5,15.6,0,4.5
CUST-11678,3,4.8,0,4.1
CUST-11679,2,21.3,0,4.4
CUST-11680,6,80.8,5,1.9
CUST-11681,3,8.2,0,3.9
CUST-11682,5,12.0,0,4.7
CUST-11683,4,2.5,0,4.2
CUST-11684,2,83.9,0,2.3
CUST-11685,4,8.2,0,5.0
CUST-11686,3,115.3,1,1.4
CUST-11687,3,12.1,0,4.6
CUST-11688,6,5.6,0,4.0
CUST-11689,2,10.8,0,4.0
CUST-11690,3,6.6,0,4.8
CUST-11691,2,19.5,0,4.7
CUST-11692,6,7.2,0,3.8
CUST-11693,4,9.6,0,4.4
CUST-11694,5,2.3,0,4.0
CUST-11695,3,14.8,0,3.8
CUST-11696,4,13.3,0,4.4
CUST-11697,5,12.3,0,4.9
CUST-11698,6,17.3,0,4.9
CUST-11699,2,12.1,0,4.6
CUST-11700,4,57.2,0,1.7
CUST-11701,9,9.3,0,5.0
CUST-11702,6,51.8,5,2.7
CUST-11703,7,7.1,0,3.9
CUST-11704,3,17.9,0,4.1
CUST-11705,3,23.5,0,5.0
CUST-11706,6,7.2,0,4.4
CUST-11707,9,17.2,0,4.9
CUST-11708,5,79.9,1,2.8
CUST-11709,7,16.4,0,4.2
CUST-11710,1,12.3,0,5.0
CUST-11711,5,20.2,0,4.4
CUST-11712,4,18.1,0,4.5
CUST-11713,6,19.9,0,5.0
CUST-11714,5,22.0,0,3.9
CUST-11715,4,112.0,2,3.0
CUST-11716,3,3.4,0,4.2
CUST-11717,2,22.6,0,4.4
CUST-11718,9,60.7,3,2.4
CUST-11719,5,62.2,3,2.3
CUST-11720,9,15.7,0,3.9
CUST-11721,9,19.7,0,4.2
CUST-11722,5,18.5,0,4.3
CUST-11723,4,19.2,0,4.4
CUST-11724,3,3.4,0,5.0
CUST-11725,4,22.4,0,4.8
CUST-11726,4,20.6,0,3.8
CUST-11727,4,94.9,2,2.7
CUST-11728,1,21.3,0,4.0
CUST-11729,4,8.0,0,4.4
CUST-11730,3,5.1,0,4.2
CUST-11731,6,17.0,0,4.9
CUST-11732,8,2.6,0,4.4
CUST-11733,1,11.8,0,4.1
CUST-11734,6,7.8,0,4.7
CUST-11735,2,3.5,0,4.1
CUST-11736,3,6.1,0,4.3
CUST-11737,3,18.0,0,4.4
CUST-11738,7,14.7,0,4.1
CUST-11739,4,7.2,0,4.2
CUST-11740,5,4.7,0,4.1
CUST-11741,4,4.4,0,4.0
CUST-11742,7,19.9,0,4.1
CUST-11743,9,6.5,0,4.9
CUST-11744,3,110.6,1,2.3
CUST-11745,3,22.9,0,4.5
CUST-11746,4,20.3,0,4.8
CUST-11747,2,13.4,0,4.4
CUST-11748,7,7.2,0,4.6
CUST-11749,3,20.9,0,3.9
CUST-11750,6,20.4,0,4.8
CUST-11751,5,17.1,0,4.1
CUST-11752,4,57.3,1,1.9
CUST-11753,2,4.9,0,4.2
CUST-11754,8,13.3,0,4.6
CUST-11755,3,5.7,0,4.7
CUST-11756,3,107.4,1,2.0
CUST-11757,4,11.8,0,4.0
CUST-11758,10,69.2,6,1.6
CUST-11759,2,14.2,0,4.5
CUST-11760,2,84.4,0,2.9
CUST-11761,2,109.8,1,2.3
CUST-11762,3,4.7,0,4.7
CUST-11763,4,98.3,3,1.3
CUST-11764,5,2.3,0,5.0
CUST-11765,4,5.3,0,4.3
CUST-11766,5,19.8,0,4.2
CUST-11767,2,21.0,0,4.8
CUST-11768,4,11.0,0,3.9
CUST-11769,2,11.9,0,4.5
CUST-11770,2,57.1,1,1.2
CUST-11771,10,104.6,6,2.2
CUST-11772,5,66.8,3,1.5
CUST-11773,6,19.6,0,4.6
CUST-11774,4,18.4,0,4.5
CUST-11775,4,15.1,0,4.5
CUST-11776,7,16.5,0,4.9
CUST-11777,4,88.4,1,1.8
CUST-11778,2,3.7,0,4.9
CUST-11779,5,6.4,0,4.0
CUST-11780,9,4.3,0,3.9
CUST-11781,8,5.2,0,4.2
CUST-11782,4,23.5,0,4.7
CUST-11783,5,5.5,0,5.0
CUST-11784,2,18.1,0,4.6
CUST-11785,3,9.7,0,4.5
CUST-11786,5,85.1,3,2.8
CUST-11787,5,89.9,2,1.8
CUST-11788,2,20.2,0,4.4
CUST-11789,3,118.0,0,3.1
CUST-11790,5,19.9,0,5.0
CUST-11791,2,9.6,0,4.0
CUST-11792,5,5.1,0,4.6
CUST-11793,4,50.4,2,2.6
CUST-11794,2,6.3,0,4.6
CUST-11795,3,16.2,0,4.1
CUST-11796,7,14.9,0,3.9
CUST-11797,5,18.9,0,4.2
CUST-11798,2,5.9,0,4.9
CUST-11799,3,15.2,0,4.1
CUST-11800,3,64.7,1,1.6
CUST-11801,2,19.6,0,4.3
CUST-11802,4,9.4,0,5.0
CUST-11803,8,16.6,0,4.7
CUST-11804,2,10.7,0,4.5
CUST-11805,1,20.2,0,4.1
CUST-11806,4,20.0,0,4.4
CUST-11807,4,2.7,0,4.4
CUST-11808,1,21.9,0,4.4
CUST-11809,1,3.1,0,4.9
CUST-11810,1,23.2,0,4.4
CUST-11811,5,11.7,0,4.8
CUST-11812,4,9.2,0,4.4
CUST-11813,4,5.3,0,4.1
CUST-11814,4,50.5,1,2.8
CUST-11815,2,7.0,0,4.4
CUST-11816,8,6.5,0,4.5
CUST-11817,4,12.2,0,3.9
CUST-11818,2,78.9,0,2.7
CUST-11819,3,20.8,0,5.0
CUST-11820,2,23.1,0,4.3
CUST-11821,4,92.3,2,2.9
CUST-11822,4,6.3,0,4.6
CUST-11823,5,20.7,0,4.4
CUST-11824,5,14.6,0,4.4
CUST-11825,4,71.9,1,2.5
CUST-11826,5,11.1,0,4.6
CUST-11827,6,24.0,0,4.1
CUST-11828,1,96.2,0,1.6
CUST-11829,2,2.1,0,4.5
CUST-11830,1,81.1,1,1.7
CUST-11831,2,16.0,0,4.8
CUST-11832,5,16.5,0,4.7
CUST-11833,6,17.8,0,3.8
CUST-11834,3,6.7,0,4.9
CUST-11835,5,5.3,0,4.4
CUST-11836,7,21.9,0,4.6
CUST-11837,1,87.2,0,1.5
CUST-11838,3,16.9,0,4.6
CUST-11839,2,23.0,0,4.2
CUST-11840,8,6.8,0,4.2
CUST-11841,2,15.6,0,5.0
CUST-11842,6,116.5,3,2.6
CUST-11843,5,3.5,0,4.2
CUST-11844,3,22.6,0,4.9
CUST-11845,5,15.7,0,4.2
CUST-11846,4,6.9,0,4.8
CUST-11847,3,19.8,0,4.2
CUST-11848,4,63.2,1,1.3
CUST-11849,3,20.7,0,4.6
CUST-11850,3,84.9,1,1.5
CUST-11851,5,14.4,0,4.5
CUST-11852,2,9.3,0,4.9
CUST-11853,4,17.0,0,4.8
CUST-11854,3,3.4,0,4.0
CUST-11855,1,20.0,0,4.9
CUST-11856,4,11.2,0,3.8
CUST-11857,6,6.9,0,4.2
CUST-11858,3,7.7,0,4.7
CUST-11859,2,98.7,0,2.9
CUST-11860,3,9.5,0,4.8
CUST-11861,5,101.3,2,1.6
CUST-11862,3,4.7,0,4.7
CUST-11863,7,19.6,0,5.0
CUST-11864,3,5.5,0,4.1
CUST-11865,4,8.5,0,4.5
CUST-11866,6,9.5,0,4.2
CUST-11867,5,13.1,0,3.8
CUST-11868,7,4.0,0,4.8
CUST-11869,3,18.5,0,4.7
CUST-11870,3,69.5,2,1.2
CUST-11871,5,91.5,2,1.5
CUST-11872,2,84.6,1,1.6
CUST-11873,3,11.6,0,4.9
CUST-11874,4,13.0,0,4.0
CUST-11875,7,102.1,2,1.3
CUST-11876,5,11.4,0,4.4
CUST-11877,8,14.6,0,5.0
CUST-11878,2,10.0,0,4.7
CUST-11879,5,12.9,0,4.0
CUST-11880,4,111.3,0,3.1
CUST-11881,5,8.0,0,4.9
CUST-11882,8,23.9,0,4.1
CUST-11883,5,14.9,0,4.5
CUST-11884,3,9.6,0,3.8
CUST-11885,3,77.8,1,2.8
CUST-11886,3,3.8,0,4.8
CUST-11887,1,111.6,1,2.8
CUST-11888,3,102.3,2,2.7
CUST-11889,4,17.9,0,4.0
CUST-11890,4,62.7,3,2.4
CUST-11891,0,4.0,0,4.4
CUST-11892,3,11.1,0,4.0
CUST-11893,7,106.3,2,2.5
CUST-11894,5,5.7,0,3.9
CUST-11895,7,15.3,0,4.1
CUST-11896,2,3.9,0,5.0
CUST-11897,0,4.0,0,4.8
CUST-11898,6,7.9,0,3.9
CUST-11899,4,58.0,3,1.8
CUST-11900,3,5.2,0,5.0
CUST-11901,3,16.4,0,4.3
CUST-11902,8,76.2,3,2.9
CUST-11903,4,56.8,2,2.8
CUST-11904,6,15.4,0,3.9
CUST-11905,4,20.2,0,4.2
CUST-11906,5,12.6,0,4.6
CUST-11907,6,10.1,0,4.8
CUST-11908,6,23.8,0,4.8
CUST-11909,4,9.6,0,4.0
CUST-11910,4,94.7,1,2.0
CUST-11911,2,6.3,0,3.8
CUST-11912,1,11.5,0,4.5
CUST-11913,3,8.6,0,4.6
CUST-11914,4,56.2,2,1.2
CUST-11915,2,59.7,1,1.9
CUST-11916,5,58.2,1,1.4
CUST-11917,6,21.2,0,4.2
CUST-11918,3,13.0,0,4.9
CUST-11919,3,12.2,0,4.7
CUST-11920,7,18.5,0,5.0
CUST-11921,7,15.2,0,4.4
CUST-11922,1,15.3,0,3.9
CUST-11923,6,19.7,0,5.0
CUST-11924,4,59.2,1,2.5
CUST-11925,2,103.2,1,2.2
CUST-11926,5,9.1,0,4.7
CUST-11927,3,16.6,0,4.2
CUST-11928,4,72.8,2,3.2
CUST-11929,2,14.6,0,4.3
CUST-11930,3,19.5,0,4.6
CUST-11931,4,57.8,2,1.2
CUST-11932,1,15.3,0,4.2
CUST-11933,3,75.0,0,2.1
CUST-11934,4,3.0,0,3.9
CUST-11935,3,20.9,0,4.6
CUST-11936,5,11.4,0,4.5
CUST-11937,3,107.5,0,2.0
CUST-11938,4,10.7,0,4.1
CUST-11939,1,4.3,0,4.4
CUST-11940,2,99.5,1,3.0
CUST-11941,5,54.9,1,3.1
CUST-11942,3,15.9,0,4.7
CUST-11943,7,57.1,2,2.3
CUST-11944,5,11.5,0,4.2
CUST-11945,5,17.0,0,4.9
CUST-11946,6,6.3,0,4.4
CUST-11947,3,17.2,0,4.4
CUST-11948,3,4.3,0,4.8
CUST-11949,5,60.0,1,3.1
CUST-11950,2,5.4,0,3.9
CUST-11951,3,13.1,0,3.8
CUST-11952,1,16.1,0,4.4
CUST-11953,1,2.2,0,4.5
CUST-11954,9,16.9,0,4.9
CUST-11955,2,8.6,0,4.3
CUST-11956,4,15.3,0,4.6
CUST-11957,3,84.0,2,1.7
CUST-11958,6,18.8,0,4.2
CUST-11959,3,49.0,1,1.6
CUST-11960,3,14.1,0,4.1
CUST-11961,5,11.6,0,4.3
CUST-11962,8,115.8,4,2.3
CUST-11963,6,4.7,0,4.9
CUST-11964,4,101.5,2,2.1
CUST-11965,9,9.2,0,4.9
CUST-11966,4,10.5,0,4.0
CUST-11967,2,9.4,0,4.8
CUST-11968,3,2.4,0,4.5
CUST-11969,2,12.0,0,4.8
CUST-11970,1,18.1,0,3.9
CUST-11971,5,4.3,0,4.8
CUST-11972,5,14.4,0,3.9
CUST-11973,6,20.3,0,4.6
CUST-11974,4,7.4,0,4.7
CUST-11975,4,15.3,0,4.1
CUST-11976,2,5.7,0,5.0
CUST-11977,3,17.1,0,4.8
CUST-11978,4,15.0,0,4.9
CUST-11979,5,21.3,0,3.9
CUST-11980,3,3.2,0,4.8
CUST-11981,6,119.8,0,1.5
CUST-11982,2,8.4,0,4.6
CUST-11983,3,14.9,0,4.4
CUST-11984,2,5.9,0,4.9
CUST-11985,5,110.6,1,1.9
CUST-11986,8,89.8,5,2.2
CUST-11987,3,48.8,1,1.4
CUST-11988,5,2.2,0,4.9
CUST-11989,4,7.1,0,4.0
CUST-11990,4,15.7,0,3.8
CUST-11991,6,12.3,0,3.9
CUST-11992,1,17.1,0,4.1
CUST-11993,1,48.6,1,2.5
CUST-11994,4,5.1,0,4.6
CUST-11995,1,12.4,0,4.1
CUST-11996,7,7.4,0,4.9
CUST-11997,6,19.1,0,4.7
CUST-11998,3,93.9,2,2.5
CUST-11999,9,9.4,0,4.6
CUST-12000,7,19.9,0,4.9
CUST-12001,3,22.7,0,4.5
CUST-12002,3,20.7,0,4.8
CUST-12003,5,65.4,4,2.4
CUST-12004,5,60.0,2,2.7
CUST-12005,4,82.4,1,1.7
CUST-12006,5,61.2,2,1.4
CUST-12007,4,7.8,0,4.5
CUST-12008,4,22.3,0,4.5
CUST-12009,6,87.6,4,2.4
CUST-12010,6,11.9,0,4.9
CUST-12011,5,9.2,0,4.3
CUST-12012,4,94.4,1,2.3
CUST-12013,6,93.3,2,2.8
CUST-12014,4,11.4,0,3.9
CUST-12015,4,103.5,2,1.2
CUST-12016,5,3.9,0,4.3
CUST-12017,4,15.9,0,4.2
CUST-12018,1,14.4,0,4.9
CUST-12019,5,23.1,0,4.3
CUST-12020,8,7.7,0,4.8
CUST-12021,8,15.0,0,4.7
CUST-12022,3,11.4,0,4.4
CUST-12023,3,4.5,0,4.7
CUST-12024,3,11.2,0,4.4
CUST-12025,1,77.2,0,3.0
CUST-12026,1,10.4,0,4.5
CUST-12027,4,118.4,2,1.7
CUST-12028,6,5.5,0,5.0
CUST-12029,4,105.5,1,2.1
CUST-12030,5,9.1,0,4.9
CUST-12031,3,5.9,0,4.5
CUST-12032,6,22.4,0,4.6
CUST-12033,2,7.8,0,4.2
CUST-12034,4,21.2,0,4.3
CUST-12035,4,13.6,0,4.6
CUST-12036,0,4.0,0,4.3
CUST-12037,1,6.5,0,4.4
CUST-12038,3,2.1,0,4.8
CUST-12039,2,19.6,0,4.6
CUST-12040,5,14.5,0,5.0
CUST-12041,5,4.7,0,3.9
CUST-12042,0,4.0,0,4.8
CUST-12043,6,11.5,0,4.6
CUST-12044,3,107.4,2,2.6
CUST-12045,5,21.9,0,4.1
CUST-12046,5,5.9,0,4.5
CUST-12047,4,4.8,0,4.2
CUST-12048,6,11.7,0,4.0
CUST-12049,4,2.6,0,4.8
CUST-12050,8,16.2,0,4.4
CUST-12051,3,19.8,0,4.0
CUST-12052,4,16.9,0,4.1
CUST-12053,2,13.1,0,4.7
CUST-12054,4,16.2,0,4.4
CUST-12055,6,19.2,0,5.0
CUST-12056,4,105.2,3,3.1
CUST-12057,3,108.9,2,2.2
CUST-12058,5,107.4,2,1.5
CUST-12059,2,2.1,0,4.6
CUST-12060,4,6.5,0,3.8
CUST-12061,0,4.0,0,4.3
CUST-12062,1,17.8,0,4.4
CUST-12063,2,81.9,2,2.2
CUST-12064,1,9.8,0,4.3
CUST-12065,5,108.4,2,2.3
CUST-12066,5,23.0,0,4.8
CUST-12067,5,6.8,0,4.3
CUST-12068,9,19.8,0,4.3
CUST-12069,3,8.1,0,4.2
CUST-12070,5,61.2,3,1.8
CUST-12071,5,15.0,0,4.8
CUST-12072,3,9.4,0,4.2
CUST-12073,6,23.7,0,4.9
CUST-12074,4,7.6,0,4.0
CUST-12075,3,14.1,0,4.6
CUST-12076,3,20.0,0,4.5
CUST-12077,3,15.6,0,3.8
CUST-12078,9,72.8,4,3.0
CUST-12079,4,12.8,0,4.3
CUST-12080,5,11.5,0,4.6
CUST-12081,3,61.6,1,3.2
CUST-12082,5,9.2,0,4.7
CUST-12083,5,12.5,0,4.7
CUST-12084,5,95.0,1,2.5
CUST-12085,4,10.3,0,4.4
CUST-12086,2,56.3,0,1.6
CUST-12087,2,3.6,0,4.4
CUST-12088,4,9.4,0,4.0
CUST-12089,5,21.1,0,4.9
CUST-12090,7,11.3,0,3.8
CUST-12091,5,6.0,0,4.8
CUST-12092,1,6.3,0,4.3
CUST-12093,4,12.4,0,4.8
CUST-12094,6,4.6,0,4.5
CUST-12095,6,14.8,0,3.9
CUST-12096,5,118.8,2,1.3
CUST-12097,6,18.7,0,4.3
CUST-12098,5,17.5,0,4.0
CUST-12099,4,2.9,0,3.8
CUST-12100,4,2.3,0,3.9
CUST-12101,4,13.2,0,4.3
CUST-12102,6,23.6,0,4.7
CUST-12103,3,14.9,0,3.8
CUST-12104,2,107.7,1,2.1
CUST-12105,4,69.7,0,2.9
CUST-12106,5,5.2,0,3.8
CUST-12107,4,3.6,0,4.2
CUST-12108,3,18.7,0,4.3
CUST-12109,6,8.6,0,4.2
CUST-12110,7,118.9,2,1.8
CUST-12111,4,23.8,0,4.5
CUST-12112,8,3.9,0,4.7
CUST-12113,3,17.4,0,4.4
CUST-12114,8,13.0,0,5.0
CUST-12115,0,4.0,0,4.5
CUST-12116,7,3.4,0,4.8
CUST-12117,4,16.2,0,4.5
CUST-12118,7,15.5,0,4.3
CUST-12119,3,12.8,0,4.6
CUST-12120,5,8.9,0,4.9
CUST-12121,4,20.4,0,3.8
CUST-12122,3,4.8,0,4.0
CUST-12123,3,75.5,2,1.8
CUST-12124,5,4.8,0,4.4
CUST-12125,3,80.9,0,3.2
CUST-12126,1,14.4,0,3.9
CUST-12127,7,9.1,0,4.7
CUST-12128,3,23.6,0,4.4
CUST-12129,2,11.4,0,4.5
CUST-12130,0,4.0,0,4.7
CUST-12131,5,20.9,0,4.7
CUST-12132,4,91.0,1,2.2
CUST-12133,3,95.1,1,1.4
CUST-12134,4,11.6,0,4.5
CUST-12135,6,15.9,0,4.3
CUST-12136,7,20.0,0,4.8
CUST-12137,4,20.9,0,4.1
CUST-12138,3,9.6,0,4.6
CUST-12139,4,6.7,0,4.2
CUST-12140,7,112.8,3,3.1
CUST-12141,6,18.7,0,4.1
CUST-12142,6,114.8,3,2.8
CUST-12143,5,16.0,0,4.2
CUST-12144,5,21.0,0,4.2
CUST-12145,0,4.0,0,4.9
CUST-12146,5,14.7,0,4.7
CUST-12147,5,18.1,0,4.3
CUST-12148,3,11.9,0,4.7
CUST-12149,1,16.4,0,4.5
CUST-12150,4,20.7,0,4.2
CUST-12151,2,104.0,0,2.6
CUST-12152,2,22.9,0,4.9
CUST-12153,2,63.2,1,2.7
CUST-12154,2,16.1,0,4.6
CUST-12155,5,22.6,0,4.5
CUST-12156,6,12.7,0,4.1
CUST-12157,2,75.5,0,2.1
CUST-12158,4,9.8,0,4.4
CUST-12159,2,8.0,0,3.8
CUST-12160,2,8.6,0,4.6
CUST-12161,3,10.7,0,4.6
CUST-12162,3,109.0,2,3.1
CUST-12163,4,73.3,2,2.3
CUST-12164,2,98.5,0,2.1
CUST-12165,2,64.1,1,3.0
CUST-12166,2,9.1,0,4.0
CUST-12167,4,20.2,0,3.8
CUST-12168,8,11.1,0,4.0
CUST-12169,3,18.5,0,4.6
CUST-12170,2,10.4,0,4.7
CUST-12171,1,6.3,0,4.3
CUST-12172,4,14.3,0,4.7
CUST-12173,4,19.4,0,4.4
CUST-12174,1,49.0,0,2.7
CUST-12175,6,7.4,0,4.1
CUST-12176,5,23.8,0,3.9
CUST-12177,6,3.5,0,4.9
CUST-12178,5,9.4,0,4.8
CUST-12179,6,21.1,0,4.7
CUST-12180,4,107.5,1,3.0
CUST-12181,2,22.4,0,4.4
CUST-12182,2,17.2,0,4.7
CUST-12183,5,115.6,2,1.2
CUST-12184,11,89.7,5,2.7
CUST-12185,6,107.7,3,2.9
CUST-12186,6,12.9,0,4.9
CUST-12187,6,17.3,0,4.7
CUST-12188,1,4.5,0,4.0
CUST-12189,5,9.6,0,4.0
CUST-12190,3,3.3,0,4.9
CUST-12191,2,82.5,0,2.9
CUST-12192,5,3.5,0,4.2
CUST-12193,7,66.4,3,2.3
CUST-12194,2,109.2,1,1.7
CUST-12195,2,21.4,0,4.4
CUST-12196,3,5.1,0,4.0
CUST-12197,1,20.0,0,4.4
CUST-12198,4,113.3,2,2.2
CUST-12199,3,48.4,2,2.4
